nomor,nama_akun,tanggal_komentar,komentar
184,@Candu-video,2023-09-18T09:26:14Z,"Tembak matii saja semua aampah*negara ini pak sampahh sampah yang akan merusak anak cucu kita nanti ,jika diberikan hukuman ringan mereka gak bakal kapok kecuali tembak mati atau di racun saja pak."
185,@ajitdjiantoro,2023-09-13T05:13:49Z,"Celestial Movies, &quot;Jika modus apapun terselesaikan dalam solusi film&quot;, Apalagi secara nyata &amp; reall<br>Tinggal liat &amp; nunggu penghianatan dari kedua kubu, yaitu kubu kriminal &amp; kubu hukum"
186,@strongway2286,2023-09-16T07:49:06Z,Cina lagi?
187,@AhmadFirmansah-bx9yf,2023-09-13T07:13:59Z,Permainan mafia...mafia bangsa
188,@ramahess7937,2023-09-15T01:08:52Z,Pidana Korupsi juga harus di miskinkan
189,@merdek4792,2023-09-13T09:57:37Z,Thailand tempat sarangnya narkoba
190,@sandimphe6570,2023-09-17T16:33:15Z,pol1si lagi aja oknumnya
191,@ekodina2045,2023-09-13T04:13:14Z,Kok hasil korupsi ngak di kayak gini ya pak 😆😆😆
192,@hengkidjapar8937,2023-09-13T02:48:04Z,Percuma ditangkap<br>Bila aparat hukum kita masih mau diajak main<br>Makanya Narkoba tdk ada habis2 nya.<br>Intinya penjara tidak bikin pelaku bertobat.<br>Justru jadi ajang buat mencari anggota baru.
193,@user-nm1ki9lt3d,2023-09-19T12:18:22Z,Habissss
194,@user-bn8cp8en6k,2023-09-16T13:42:46Z,"Hukum mati aja bandar narkoba ,dan juga beking bandar ,dan pengedar hukum mati yg pantas buat mereka karena mereka pembunuh masal secara perlahan,LBH kejam dari PKI hukuman mati buat bandar ,,beking ,pengedar"
195,@rendaarachman,2023-09-15T07:25:21Z,"Polisilah biang semua dari peredaran ,, contoh besarnya teddy minahasa .. mereka paling jago drama didepan masyarakat apa lagi kamera .. dari dulu penangkapan sampai sekarang tidak musnah&quot; biang keladinya mereka"
196,@user-nx4iu4bg5k,2023-09-13T18:15:27Z,HANYA KAMUFLASE
197,@kresno0171,2023-09-12T22:38:48Z,Barito utara berarti kalimantan dong ya
198,@ketutardika4355,2023-09-13T01:08:12Z,"Bandar sangat besar, hukum seberat beratnya kepada semua pelaku"
199,@masprabutanjung1902,2023-09-16T08:30:03Z,Selagi tindakan tegas di berlakukan dan pengawasan ketat  kepada angota oknum tni polri yg terlibat bisa menekan peredaran narkoba
200,@siswotosiswoto4642,2023-09-18T02:17:04Z,"Saya apresiasi kepada POLRI, tapi saya ingin tahu juga...nggak apa2 to...... lha barang bukti yg begitu banyaknya mau dikemanakan ya.....dilenyapkan apa dihilangkan ya ...maaf, saya hanya ingin tahu aja<br>.....kok."
201,@madantorealme6094,2023-09-13T00:55:20Z,"Di Rezim ini ..Bisnis Narkoba Tumbu suburr ,Makin Mereja lela ..Penegak Hukum Bnyk yg Trlibatt..m"
202,@ardiantos8698,2023-09-16T02:08:01Z,Rempang berduka 😢
203,@riannnhidayat8951,2023-09-13T01:39:15Z,Negri Indonesia sudah gila banyak mafia² penjahat kelas kakap
204,@user-ey3jz5qh7n,2023-09-17T16:34:09Z,Teman teman nya juga uang yang belom dapat masih banyak ..ada banyak cara pak ...kalau bisa di hukum mati..
205,@herysatriawan2729,2023-09-14T03:01:28Z,Kalimantan Selatan darurat sabu
206,@albab18,2023-09-14T18:18:49Z,🎉buat Pak/Bu Polisi asal penangkapan bandar Narkoba dan pemakai Narkoba
207,@user-cf8rh5wj6t,2023-09-13T07:57:02Z,"Modus saja ini, bayar saja nanti juga bebas.."
208,@user-nh4sb3uz5t,2023-09-18T08:02:09Z,"Kita kira ini sudah lama beroperasi di ndonesia, tapi sulit untuk pengungkapan nya. Kira .....kira ini mungkin org yg kemaren sudah tau waktu si dia blm di pecat. Cuma sulit di ungkap karena termasuk cerdik ."
209,@fixer3294,2023-09-13T06:06:52Z,"Sdh sering menangkap paus, tp narko ttp jaya beredar. Dunia panggung sandirawa."
210,@agusdemon659,2023-09-13T02:08:48Z,Banyak beking nya tuh
211,@rahmatrizky8009,2023-09-16T03:00:14Z,BNN cair ini mah🙂🙂
212,@Ghck335,2023-09-13T02:23:17Z,Swadikap🙏
213,@HermanSoekmadiwirya-lt1lc,2023-09-18T05:54:41Z,"Harus dipantau KAPOLRI dan jajarannya...juga unsur KEJAGUNG, MA.. SAMPE LAPAS...semua harus kompak memberantas  PEREDARAN NARKOBA SECSRA TUNTAS.<br><br>KARENA. Cari duit paling hampang dg nilai besar ya bisnis NARKOBA !!!  Klo.gak ketauan (apes)."
214,@user-ck3dn9so3c,2023-09-17T00:26:11Z,Hukum mati semua yg terlibat.
215,@RamaDefino29,2023-09-13T05:15:02Z,Bakal jadi pengurangan jiwa...
216,@mistomogresik9463,2023-09-14T08:43:31Z,"S 777 tindakan polisi yang tegas ,di miskinkan pengedar narkoba . Polisi semakin sukses membawa tugas .salam NKRI"
217,@user-ws4my6ht1c,2023-09-14T01:00:58Z,Narkoba.membuat otak mnjadi Elor ...bodoh...
218,@mahdiozonemahdi8455,2023-09-18T06:57:13Z,Hasil menjual narkoba kok di sita kan itu hasil usaha dia bukan keropsi...
219,@mtobing3103,2023-09-13T01:59:55Z,Tangkap semua pelakunya termasuk siapa bekingnya sekalipun pejabat itu baru benar generasi kita bebas narkoba .jgn hanya pengedar dan pemakainya . Bekingnya  yg terutama .iya Bpk Polri Ku.trimakasih .🙏🙏🙏
220,@ediachmadi8992,2023-09-15T09:49:53Z,tembak mati aja bandar narkoba nya..pak polisi....
221,@gustafrindraputra8966,2023-09-13T19:34:34Z,Narkiba sprt pohon...berakar
222,@alyubi6926,2023-09-16T11:32:28Z,"PARA GEMBONG NARKOBA HARUS DIHUKUM TEMBAK DI TEMPAT SAJA, JANGAN BUANG BUANG ENERGI. KALAU ADA APARAT PENEGAK HUKUM YANG TERLIBAT JUGA HARUS DITEMBAK DI TEMPAT JUGA. MUSNAHKAN PARA MANUSIA MANUSIA BERAHKLAK BIADAB INI.❤🇮🇩💪💪💪💪💪💪💪"
223,@opponew9306,2023-09-13T00:46:34Z,Mau dikemana kan barang barang itu.serius tanya
224,@agussuswanto18,2023-09-16T04:03:03Z,"Habis di sita trus masuk ke mana ya, wkwkwkwkwkwkwkwk, masyarakat yang pintar pasti dah tahu ke mana barang sitaan, tapi kalo yang masih lugu pasti bilang masuk kas NEGARA wkwkwkwkwkwkwkwk"
225,@brianmichael103,2023-09-19T00:43:40Z,Sambo gimana sambo?😂
226,@adventsilalahi7936,2023-09-16T18:31:18Z,Mantap polisi semoga tetap di berikan kesehatan  tetap semangat
227,@sarwan4535,2023-09-18T01:35:34Z,Ngantuk kurasa dgr berita kayak gini 🥱
228,@sutrisnono5397,2023-09-13T08:47:47Z,Ancamanya  hukum mati tpi benar apa gak yaaaaa
229,@aamslebeww7232,2023-09-13T08:38:55Z,"Diam diam gede sampe masuk jaringan internasional mudah bgt ya di Kalimantan,"
230,@user-mi2ug5ey8w,2023-09-14T07:13:21Z,apa kabar korupsi 349 triliun ?? adem adem aja
231,@user-wc3st4tx8b,2023-09-12T23:19:34Z,Ye allah kasihan anak dan istrinya di nafkahin dengan uwg haram
232,@makhluktuhan.,2023-09-16T23:48:44Z,"Polisi Indonesia : ini tangkapan besar harus di usut tuntas<br>Bandar : ini hanya masalah kecil, tetap lanjutkan peredaran biar merasa mereka (polisi) bekerja. Siapkan uang kita suap mereka biar jln lancar<br>Wkwkkwkwkw semua sudah ada jalurnya"
233,@user-be9vh1py8c,2023-09-20T02:31:21Z,Yg pntg Barbuk Aman pak..jgn di tuker sm Tawas lg ya 🙏😁
234,@ThePapanavan,2023-09-19T05:52:30Z,Larisnya penjualan narkoba di Indonesia telah membuktikan bahwa orang Indonesia itu memiliki uang.
235,@djamaluddinjasin3714,2023-09-16T09:33:32Z,Jelas ada oknum yg beking
236,@adiniptansaputra3518,2023-09-16T05:20:42Z,Percuma sih klo cuman d penjara doang mreka g akn kapok buktinya masih bisa ngendaliin dri dlm lapas d tambah ada ktrlibatan oknum trtntu harus ny stiap pengedar dan kurir ny itu d sita aset ny trus d hukum mati atau d tmbak d tmpat klo cuman d penjara doang smpe kpn pun g akn ada hbis ny krna mreka brpikir hukuman ny paling cuman pnjara doang klo mau d penjara kasih penjara yg super exstrim ketat pengawasan  dan aparat ny g mempan d sogok baru ada epek jera <br><br><br>Terimakasih🙏
237,@salamunbaraka4239,2023-09-13T22:33:57Z,10triliun bisa buat mkn bakso 1kabupaten
238,@kakafifah,2023-09-13T13:39:44Z,"Basmi terus,,jgn kasih kendor,,sikat sampai ke akar2 nya"
239,@mulyantobinyo1913,2023-09-13T06:11:54Z,Bntar lg banyak yg naek pangkat ni
240,@pocinhon3671,2023-09-13T04:20:50Z,Tdk ush di pk masker biar masyarakat kenal perusak bangsa Indonesia sendiri
241,@user-qb8zc6rx9i,2023-09-15T19:05:39Z,Prang kartel 😂😂😂 sama2 tau
242,@zazafaridia,2023-09-13T00:41:34Z,"Alhamdulillah dapat lumbung cuan lgi.. Perlu diawasi jg ini polisi, nti itu barang hanya muter muter aja.. Di perdagangkan lgi.."
243,@achmaddzaki03,2023-09-15T20:10:52Z,GINI DONG POLISI KERJANYA SAYA SEBAGAI MASYARAKAT BANGGA DENGAN KINERJA POLRI!!!!!
244,@shelmanz090,2023-09-14T18:11:10Z,SEBENARNYA INI PEKERJAAN ASLI APARAT YANG KAYA KAYA DEMI DIRI SNDRI.. MASUKNYA NARKOBA DRI LUAR NEGRI ITU PASTI A1 ADA BEKENG APARAT PEMEGANG HUKUM. KLO BISA HUKUM MATI DAN TERUS BERSIHKAN SMPAI AKAR AKARNYA. PANTASAN ADA TERUS DI INDONESIA GK HABIS HABIS PADAHAL TAHUN KETAHUN SELALU DITANGKEPIN. TERNYATA EMNG TERNYATA KERJAANYA OKNUM ABDI NEGARA. SANGAT HINA.
245,@yakobrasirasi9931,2023-09-16T11:40:11Z,Ada hotman paris hutapea
246,@alexcobain175,2023-09-14T04:45:51Z,"Knpa kok gk habis2 Sabu sabu, di indonesia, pdahal pngkapan selalu bnyak. Trus pemusnahan narkoba itu apa ya, apa dr pngkapan yg kecil2 itu di kumpulin. Dn trus mreka bisa putar melalui krja sama  dgn orang , utk mncri pangkat/orang yg ngejalani di ajk krja sma mnjadi Bandar dn membutahkn dgn uang juga di jamin aman, slnjutxa bandarxa di jdikan korban dgn gnti topeng.. <br>Smoga polisi indonesia mnjadi jujur, amanah, Amin ya Allah."
247,@jennny5926,2023-09-13T00:15:12Z,"Terbongkar akibat setoran kurang,,,kalu cukup ga bakal dibungkar"
248,@bambangpermana864,2023-09-13T04:08:37Z,"kawal barang bukti, nanti dijual buat kantong sendiri"
249,@nurkhotimah7768,2023-09-13T00:27:09Z,"Bangga banget kami rakyat Indonesia, Semoga Bapak Ibu kepolisian Indonesia selalu dalam lindungan Allah"
250,@dianzahro894,2023-09-13T22:38:28Z,Kapan para koruptor di miskinkan dan di hukum mati
251,@JepriAnto-oz9qq,2023-09-13T04:32:49Z,Minta satu ikat ala
252,@andreassumarsono8907,2023-09-16T10:36:29Z,Nggak kapok kapok ya... Usut sampai tuntas sampai tuntas POLRI
253,@RedAka999,2023-09-18T08:30:25Z,"Hukum mati inimah gk bisa diganggu gugat,itu jg kalo waras😅"
254,@ferryansyah0523,2023-09-19T14:08:32Z,"Memang enak jadi bandar narkoba ,,polisi di indonesia  juga bisa kita jadikan budak narkoba asal duit banyak ..<br> <br>Coba kalian dengar lagu gayus tambunan"
255,@dewibarokah-ui9bm,2023-09-15T08:18:32Z,Sagt tdk mungkin brg hram tu bs masuk ke negri in atw bs bkn prusahaan didlm kl tdk ad bekingan dri oknum yg berpangkt tinggi..kapolri hrus lbih pro aktif dlm mylidiki brg&quot;trlarang..byang rusakx bagsa tu  narkoba n koropsi..hukumn hrus mti..
256,@m_arizky2826,2023-09-16T00:49:23Z,"Ditangkap pun <b>TIADA GUNA</b><br>paling beberapa bulan/tahun keluar lagi, jadi pengedar lg 😂<br>Kalaupun tidak keluar, paling mengedarkan dari penjara, sudah jadi rahasia umum, penangkapan pelaku hanya memperbesar jaringan saja.<br>Penjara setidaknya harus menghasilkan 2 point :<br>- membuat para pelaku <b>TAUBAT</b><br>- <b>HUKUMAN MATI</b><br>  baru bisa Negeri ini bersih dr narkoboy,"
257,@koleksilaptopkujogja771,2023-09-15T23:48:55Z,Tidak mungkin tanpa backingan
258,@d-antozphoetravirgo6252,2023-09-18T04:12:31Z,"THE REAL SEGITIGA MAS👍🏻👍🏻 semoga semua negara pengungkap selalu dilindungi, tidak nenutup kamungkinan pembalasan krna mungkin saja masih ada atasannya yang lebih berkuasa"
259,@user-qx3ik7cw1u,2023-09-17T21:02:15Z,Keterlaluan
260,@boymamboful,2023-09-14T08:33:19Z,sulit membayangkan kalau yg bisa dibongkat aja senilai Rp 10 T gimana yg lom terbongkar
261,@idak2102,2023-09-13T04:47:19Z,"Barang bukti musnahkan jangan dibagi bagi yaaaa pak polisi, harus amanah. Penemuan yg menggiurkan."
262,@aguskhoirudin149,2023-09-15T08:24:00Z,"Dulu fredy budiman dihukum mati, ini harus dihukum mati juga"
263,@hadisyah8493,2023-09-18T17:41:34Z,Ingat tu aparat...uang nya di bayar kan hutang negara..uang sitaan jangan pulak di masuk kin kantong masing2 aparat..bunyi nya aja di sita...padahal aparat sama  gembong narkoba sama aja...
264,@femmisetiawan9919,2023-09-13T08:39:25Z,"Barbuk nya harus terang&quot; Sih jangan sampe disalahgunakan, soalnya bermanfaat buat masyarakatnya kalo di bagiin itu"
265,@METIME3,2023-09-13T05:55:43Z,RATAKAN !!!!!!
266,@mudahsilalahi5225,2023-09-18T02:39:27Z,Tembak mati saja pelakunya dansemua komplotanya.Gas pol
267,@hendrodjaja6093,2023-09-15T09:38:22Z,Aparat ada yg terlibat ga ?
268,@kusbiantotoro7826,2023-09-13T02:44:13Z,Dihukum mati itu lebih baik buat bikin jera yg lainnya
269,@budaklampung2540,2023-09-20T22:56:16Z,"Baru di era banteng...,,narkoba kok Berton ton😂😂"
270,@faqih1113,2023-09-16T14:00:35Z,Ah g percaya
271,@joeyrrsc8610,2023-09-16T05:49:30Z,"Pasti masih banyak berkeliaran bandar narkoba yang di lindungin,,,"
272,@David-yx7pd,2023-09-26T03:40:13Z,Narkoba tidak akan pernah habis...ingat testimoni fredy budiman.....itu sangat penting utk di mengerti...seluruh rakyat..
273,@juandapersero7087,2023-09-14T02:29:54Z,Hidup Tedy Minahasa
274,@andersonwicahyo7358,2023-09-13T03:04:55Z,"yg perlu di ungkap backing yg terima uaang setoran itu, mereka yg di tangkap cuma wayang aja ayooooo tangkap dooong yg penerima uang setoran baru jempolaannnn"
275,@aguskusdyanto4266,2023-09-17T02:02:39Z,Hukum mati
276,@burhanriya4455,2023-09-13T00:03:33Z,Ini baru polri..sangat berprestasi pantas di beri penghargaan untuk jajaran yg terjun langsung dalam penangkapan..ini sangat langka di tubuh polri.polri harus bersih sprti ini..tidak tergiur dgn nilai uang yg begitu besar.andai saja polisi mau..bisa aja di suap bandar besar..tapi tugas lebih pnting dari segalanya.bravo polri.
277,@fanyaditia4589,2023-09-15T18:52:13Z,Luar biasa bb.bravo polri
278,@bangdul5828,2023-09-14T23:05:59Z,Narkobanya mana pak polisi bb narkobanya mana
279,@anggaharis4758,2023-09-13T09:13:07Z,"Kasus korupsi yang lebih besar mana berita nya, dan tolong di publikasikann dong pak polisi"
280,@watsyurnem88,2023-09-20T07:52:38Z,"Ga yakin sih, bandar sebenarnya di hukum."
281,@user-vj4nn6qb8d,2023-09-12T23:39:51Z,Hukuman mati sj
282,@fajarngengor1171,2023-09-16T02:25:33Z,Sya berani potong kepala kalau tidak ada aparat yang backing
283,@saguart844,2023-09-13T12:32:04Z,Terimakasih utk POLRI..betapa generasi bangsa akan rusak jika mereka sindikat ini berhasil dijalankan di Indonesia..Tuhan berkati para petugas yg sudah bekerja🌹🙏
284,@paksuprayogi9138,2023-09-16T15:37:05Z,Bisnis sabu2 ku di Indonesia pasti ada orang kuat di belakangnya.siapa orang kuat itu ya aparat itu pasti.kalau tidak GK mungkin berani.
285,@rachmatwidianto2967,2023-09-15T19:08:53Z,"Semenjak Rezim ini ada, semua terorganisasi perjudian online, narkoba, pelacuran, dan yg baru menangkap,mengusir/menggusur Rakyat demi CUAN  jadi tak ada hal yg tak aneh diNEGRI kita saat ini,,"
286,@henykartika1271,2023-09-12T23:14:05Z,"Terimakasih pak jokowy sdh berikan yg terbaik buat  Ri.semoga pak jokowi bahagia selalu dan juga kel, Dlm lindungan sang pencipta."
287,@user-dy4ys7bf6s,2023-09-13T11:03:50Z,Gabakal habis kalo aparat nya masih ikut main
288,@Markasan-et9od,2023-09-13T05:07:25Z,"Alhamdulilah dgn tertangkapnya bandar besar Narkoba, di Indonesia yg bikin resah NKRI sikat habis pak Polisi sampai ke akar akar nyaJaya selalu POLRI"
289,@alniz77,2023-09-13T00:49:44Z,"Hukum mati pengedar narkoba, perusak masa depan anak bangsa..."
290,@budiirwantoro2193,2023-09-13T00:18:28Z,Capek polisi sita  uang setelah terkumpul masuk negara  ada yg tilep
291,@danieffendi1364,2023-09-12T23:55:45Z,Biasanya ada jendral beking di belakangnya??
292,@ahmadrozikin9327,2023-09-18T16:01:02Z,Bb nya Larinya Kemana Tuch...😂😂😂 Terus Apa Kabar Dg Aset Tessy Minahasil...Di Sitakah Jg...Apa Jngan2 Aman Karena Dia Kawanya...😂😂😂
293,@saharudinhjawang9833,2023-09-18T09:19:32Z,Musuh nombor satu.. korupsi dan narkoba.hancur nya negara kerana korupsi musnah nya anak bangsa kerana narkoba..
294,@emiermike,2023-09-14T06:28:17Z,"Waspada, aset sitaan itu menarik si tikus tikus yang jumlahnya melebihi jumlah penduduk penduduk nkri lo."
295,@maggotalamlestari,2023-09-13T04:21:42Z,"Test urine dong, utk anggota seluruh ya divisi Narkotika RI. Tunjukin ke publik"
296,@GMONE01,2023-09-15T16:27:04Z,Judi marak narkoba gk ada habisnya itu krna banyak oknum polisi di balik ini smua
297,@abdiferiyandizen4987,2023-09-12T23:57:19Z,Selamat dan terimakasih polri indonesia yg membrantas narkoba❤
298,@SumariyahSorong-gx2dx,2023-09-14T10:54:00Z,Ternyata betullitu
299,@basukhoiri7312,2023-09-15T07:13:02Z,Takut saya tersangka kalau sudah ditahan ternyata di LP malah lepas karena penjaganya dapat sogok
300,@LenovoA-kk9uc,2023-09-15T03:11:46Z,Jika
301,@SitiNurhayati-lp3gp,2023-09-12T22:37:54Z,Hukum..seberat berat nya<br>Ini lah era pemerintahan joko w...parah bangeeeet<br>Bubarkan PDI
302,@ardhyardhy6768,2023-09-15T15:22:01Z,Apresiasi atas keberhasilan membongkar sindikat narkoba. Semoga terus berprestasi mengungkap sindikat lainnya.
303,@derryef8478,2023-09-13T02:39:45Z,Awasi aset dan BB narkobanya jgn sampai bikin ngiler oknum2
304,@herywibowo1197,2023-09-15T01:18:30Z,Ya itu masalah biasa masalah Narkoba karena Markas Besarnya sampai saat ini tidak tersentuh😢😢😢😢😢😢😢
305,@duullbae4479,2023-09-15T18:38:30Z,Merusak generasi penerus.... yg tegas lh indo
306,@basukiki780,2023-09-16T07:37:55Z,"SAYA GAK YAKIN KALAU SABU-SABU DITANGANI POLISI SAMPAI KIAMATAT PUN TIDAK AKAN TUNTAS, SEBAB POLISINYA IKUT ANDIL DAN NIMBRUNG."
307,@saraswatikumala7918,2023-09-12T23:46:56Z,"Selidiki pak polisi apa ada oknum yg terlibat atau yg bekingin ..betul kata pak Jokowi kl undang2x  harus di dor dan dor .., binasakan semua 6g merusak .pemuda2x Indonesia"
308,@user-yg5yy9uh6j,2023-09-13T07:59:05Z,"Bandar Aceh apa Khabar nya,😅😅semoga POLRI amanah &amp; selalu dalam lindungan Allah SWT,aamiin🤲"
309,@heriajja1125,2023-09-13T01:01:47Z,tapi jangan di sisihkan lg ia
310,@painemcantik6551,2023-09-15T08:51:57Z,Biyuuuhhhh
311,@mudawali4050,2023-09-15T16:31:13Z,Tpy polisi melihat uang begitu banyak mareka  ada niat lain nanti😂
312,@wisnugustyputrabutarbutarb1794,2023-09-16T16:20:40Z,Hukum mati yg terlibat
313,@fellaZain-ml2sw,2023-09-12T22:13:05Z,Oknum yg terlibat sudah deg deg ser 🤣🤣
314,@wulanwulan9442,2023-09-17T00:51:42Z,Alhamdulillah. smoga indonesia. .bersih dr narkoba. kami yg jauh lihat ikut senang. trimakasih bpk&quot; kapolres berta stap ny. 👍👍🙏
315,@4ryakemuning,2023-09-13T02:31:45Z,"Seharusnya seluruh aparat kepolisian dari tingkat POLSEK -  POLDA sadar ini loh jaringan pengedar narkoba internasional masih bergentanyangan hidup makmur di NKRI jangan ada lagi oknum - oknum internal sendiri yang menyalahgunakan wewenang nya untuk memperjual belikan barang bukti bahkan dikunsumsi sendiri atau melindungi pengedar di kampung - kampung dengan dalih barang bukti tidak lengkap,  tangkap 3 hari dilepas kalau ada uang tebusan , kita masyarakat ini bosan melihat dan menyaksikan warga di lingkungan RT kita masih ada terus permainan seperti ini entah kurir maupun pengedar maupun pemakai masih terus tangkap lepas tangkap lepas... entah sampai kapan... &quot; coba kita bertanya pada rumput yang bergoyang&quot;"
316,@adrianbris-fi5it,2023-09-18T05:51:03Z,Hukum mati
317,@sambojaiwan392,2023-09-16T03:04:10Z,Uang sitaan sebanyak itu nantinya di kemanain ya..
318,@helyashidayat2270,2023-09-19T00:25:12Z,Begitu LBH baik daripada gusur warga Rempang
319,@ayunanda197,2023-09-16T16:30:23Z,Duit nya sumbangin ke saya aja pak 😅
320,@ketutbudi72,2023-09-13T16:03:22Z,Kalo aset koruptor????
321,@ratnawatilestari7214,2023-09-12T23:52:51Z,Semua harus dihukum berat termasuk aparat negara yang ikut melindungi pengedar narkoba.
322,@yantojogja8372,2023-09-13T07:22:28Z,"Kalau bandar narkoba kok tidak di hukum mati,,,apa lagi yg di tangkap cuman kroco² ,nanti menjamur lagik ,maka lebih baik bandar,gembong narkoba tdak di tembak mati ,percumah,apa lagi hukum bisa di beli indnesia akan hancur,karena Narkoba,semoga hukum tegas,aparat pon tegas,,dan bila ada aparat yg membekingi pon harus di tembak mati.karena itu berbahaya bagi NKRI."
323,@inivid.1.1jtX,2023-09-14T11:30:41Z,emas di laci rumah???
324,@karismaasep6833,2023-09-13T06:57:41Z,ini.pasti ulah oknum penjahat negara...coba kita awam .bawa sabu gak bakal lolos....di jamin....cara pikir sederhana......apratur negara.ini  katanya  ngaku oknuum..bikin ulah..di pelabuhan karna apratur ngera ini ..sangsi...gak ada kecuali ketauan rakyat itu paling yang ketuan di hukum..kata ...nya  hahaahahah llihat aja udah jelas oknum jedral bejat  ee ada diskon  hukman hahahah kepetusan gak sepakat dengan rakyat itulah....pusing......
325,@partogihutapea8632,2023-09-13T05:07:01Z,Kenapa media harus memblow up nilainya? Ini lah yang menyebabkan banyak yang tergiur bisnis haram ini.
326,@ahmadkautsar7210,2023-09-16T13:18:47Z,Saya. ..heran. .ko narkoba. ..nggak habis2. ..narkoba diindonesia. ..korupsi. .
327,@bubbledeathofficial9255,2023-09-13T03:41:41Z,edan 10t bos ngalahin yg di film film
328,@robertbancin4965,2023-09-14T07:11:45Z,"BB 65M itu akn dimasukin kmns,??"
