nomor,nama_akun,tanggal_komentar,komentar,komentar_preprocessing
772,Timur Link,2023-09-13T07:36:08Z,Waduh... Saya sebagai orang Aceh kecewa kok ada bandar narkoba berkali-kali lebih hebat dari bandar narkoba Bireuen.... 😂🤭🤭🤭<br>Yang lebih sakitnya ini bukan orang Aceh.. <br>Bireuen bisa kalah nih...,aceh kecewa bandar narkoba kali hebat bandar narkoba bireuen sakit aceh bireuen kalah
778,Riyanto Riyanto,2023-09-18T01:01:37Z,"Pertanyaanya siapa yg bisa ngeluarin modal sebanyak itu buat kulakan narkoba ?.... Klo aparat&amp; pejabat nasionalismenya tinggi buat bela negara anti suap , mafia berduit pasti tertumpas, semangat pak petugas selamatkan indonesia , surga balasanmu pak",pertanyaa ngeluarin modal kulak narkoba aparat jabat nasionalisme tinggi bela negara anti suap mafia duit tumpas semangat tugas selamat indonesia surga balas
786,Ajit Djiantoro,2023-09-13T05:13:49Z,"Celestial Movies, &quot;Jika modus apapun terselesaikan dalam solusi film&quot;, Apalagi secara nyata &amp; reall<br>Tinggal liat &amp; nunggu penghianatan dari kedua kubu, yaitu kubu kriminal &amp; kubu hukum",celestial movies quot modus apa selesai solusi film quot realltinggal liat nunggu penghianatan kubu kubu kriminal kubu hukum
789,d-anto`z Phoetravirgo,2023-09-18T04:12:31Z,"THE REAL SEGITIGA MAS👍🏻👍🏻 semoga semua negara pengungkap selalu dilindungi, tidak nenutup kamungkinan pembalasan krna mungkin saja masih ada atasannya yang lebih berkuasa",the real segitiga mas moga negara ungkap lindung nenutup kamungkinan balas karena atas kuasa
796,Energy 9,2023-09-15T16:21:00Z,angkat berita wah dan dibesar2kan disaat rakyat di rempang_batang tertindas ... dan di usir dr tanah leluhurx.<br>sllu bgtu,angkat berita saat rakyat rempangbatang tindas usir dr tanah leluhurx sllu begitu
800,Umi Umi,2023-09-18T00:17:09Z,"Sepandai-pandainya menyimpan bangkai pasti suatu saat akan tercium juga. Begitu juga dng kejahatan penjualan narkoba, serapi apa pun kalian melakukan bisnis haram ini, toh akhirnya ketahuan juga. Semoga proses hukum akan dijatuhkan seberat-seberatnya kepada para pelaku.hukum mati utk para pelakunya biar memberikan efek jera kepada para pelaku bisnis narkoba yg belum ketahuan dan blm tertangkap.",pandai pandai simpan bangkai cium dng jahat jual narkoba serap bisnis haram tahu moga proses hukum jatuh berat berat laku hukum mati untuk laku biar efek jera laku bisnis narkoba tahu blm tangkap
810,Su Wanto,2023-09-17T11:32:16Z,bagi siapa yg mau merusak generasi muda indonesia.kususnya narkoba.yg benar2ketangkap.hukumnya mati.tindak tegas dor di tempat.biar jera bahi yg ngedar narkoba.,rusak generasi muda indonesia khusus narkoba hukum mati tindak dor biar jera bagi edar narkoba
818,Obet samidi,2023-09-13T01:14:13Z,"Kriminal besar jaringan luas<br>Remember pablo escobar .<br>Narkoba , Miras, Perjudian, Seks <br>Banyak pejabat pemerintahan dan aparat yang terlibat dalam menjalankan bisnisnya . Semoga aparat dan pejabat bisa lebih jujur lagi dalam bekerja. Untuk membersihkan ini.",kriminal jaring luasremember pablo escobar narkoba miras judi seks jabat perintah aparat libat jalan bisnis moga aparat jabat jujur bersih
822,silitongasabam,2023-09-18T03:28:29Z,"Tidak seorang pun yang bisa lolos dari perbuatan jahat di muka bumi ini, semuanya pasti terungkap capat atau lambat, karna Tuhan selalu menyertai para Polri yang bertugas di seluruh indonesia",lolos buat jahat muka bumi ungkap capat lambat karena tuhan serta polri tugas indonesia
826,Bunda Hermin,2023-09-13T06:47:48Z,Tidak usah  di penjara .langsung di musnahkan dri muka bumi aj bersamaan barang bukti nya .!kalau di pnjara masih bisa mengendalikan dari balik penjara .?,penjara musnah muka bumi aj sama barang bukti pnjara kendali penjara
827,mimie ninis ninis,2023-09-13T05:00:50Z,"Merendimg ag y Allah,segitu banyak nya uang dri mma y siapa yng pemale sabu,,bener nener gila",merendimg ag segitu uang mma yng male sabu bener nener gila
832,Eko Yanto,2023-09-19T08:14:00Z,"Sindikat narkoba itu membahayakan generasi muda, klau tertangkap gembongnya d exsekusi aj, kayak Fredy Budiman jg orang&quot; asing yg telah d exsekusi, lebih baik korban para gembong&quot; narkoba, dari pada korban rakyat",sindikat narkoba bahaya generasi muda tangkap gembong eksekusi aj kayak fredy budiman juga quot asing eksekusi korban gembong quot narkoba korban rakyat
835,Noor Madi B MD Noor MD Noor,2023-09-13T03:38:30Z,"Congrate to Indonesian Police and when they do &quot;undercover&quot;,they are really &quot;the best&quot;.Salute Indonesia Police and we so proud to see this.",congrate to indonesian police and when they do quot undercover quot they are really quot the best quot salute indonesia police and we so proud to see this
841,Nam Bela,2023-09-21T17:23:38Z,"PELAKU2 NARKOBA KELAS KAKAP PASTI SEMUANYA RAS CHINA WALAU BANYAK PELAKU2 NARKOBA KELAS DUNIA ETNIS ATAU RAS CHINA YG DIKEMUDIAN HARI MENJADI KONGLOMERAT DIINDONESIA KRN TDK PERNAH TERTANGKAP,KMUDIAN STELAH MENDAPATKN MODAL RATUSAN MILYAR MEREKA MENJADI PENGUSAHA2 DIINDONESIA..!!",pelaku narkoba kelas kakap ras china pelaku narkoba kelas dunia etnis ras china kemudi konglomerat indonesia karena tidak tangkap kmudian stelah mendapatkn modal ratus milyar pengusaha indonesia
854,Edy Arpandi,2023-09-13T01:49:45Z,"Mantap Bravo Kepolisian,sikat habis para bandar Narkoba dan kaki tangannya jg kasih kendor,kamu yakin masih banyak lagi para perusak generasi muda Negri ini yg sangat menikmati hasil kejahatannya di Propinsi dan Daerah 👍",mantap bravo polisi sikat habis bandar narkoba kaki tangan juga kasih kendor usak generasi muda negri nikmat hasil jahat propinsi daerah
855,majid dairoby,2023-09-20T10:47:29Z,"gimana lagi yg merusak ttp ada,tapi diusahakan di perkecil,dak penegak hukum harus bersih ,semoga hukum kita dpt di percaya masyarakat kecil,",gimana rusak ttp usaha kecil dak tegak hukum bersih moga hukum dpt percaya masyarakat
862,Rider Kaga Ngarti,2023-09-13T07:40:59Z,D sita juga ntr d sebarin lg ma dia...jd g efek apa2 cuma pencitraan aja...seakan akan polisi bagus kerja nya...😂😂,sita sebarin lagi ma efek apa citra aja akan polisi bagus
864,hendri Is,2023-09-16T07:24:35Z,Janggal. Omzet 10t yg disità ga sampe 100m.... uang tunai nya dmana? Aneh aneh sungguh aneh sekali... sangat aneh kalau melibat tppu.,janggal omzet sit tidak sampai uang tunai dmana aneh aneh sungguh aneh aneh libat tppu
878,Saiho Susanto,2023-09-19T13:10:16Z,HUKUM MATI DACH.. BIAR CEPET HABIS TUH POPULASI ORG JAHAT. DI NEGRI INI TERMASUK PEJABAT KORUP DAN PEMIMPIN  YG DZOLIM.,hukum mati dach biar cepet habis populasi orang jahat negri jabat korup pimpin dzolim
880,Horas Sihombing,2023-09-13T01:03:34Z,❤❤mantap pak polisi narcoba perusak bangsa Indonesia consume nnya bukan produsernya  tentu merusak negara kita  menguntungkan negara yang menjualnya,mantap polisi narkoba usak bangsa indonesia consume produser rusak negara untung negara jual
881,Gina Pratami,2023-09-20T14:17:28Z,"Gimana mau narkoba bisa di brntas, jika krn blm di tutup airnya akan tetap mengalir, jika msh ada aparat yg msh terlibat n ada yg jd beking n komplotannya susah akan membrntas, klo keran airnya di tutup tdk akan mengalir ke masyarakat",gimana narkoba brntas karena blm tutup air alir aparat libat beking komplot susah membrntas keran air tutup tidak alir masyarakat
908,Ari Bapau,2023-09-13T00:18:31Z,Bukti sitaan harus transparan brupa narkoba ato uang .. blajar dari kasus alm Fredy Budiman banyak jenderal yg trlibat yg skrg ga diusut lagi .. ini ga menutup kmungkinan ada beking oknum,bukti sita transparan brupa narkoba ato uang blajar alm fredy budiman jenderal libat sekarang tidak usut tidak tutup kmungkinan beking oknum
910,Gigih Hendranawan,2023-09-13T00:39:17Z,"Kambing hitam? Goal nya biar dpt kepercayaan masyarakat kembali atas berbagai macam yang mereka lakukan, kanjuruhan masih bohong mereka, menolak lupa, masak jaringan internasional ketangkep sebanyak itu orang nya.. ngakak kayak sinetron drama kolosal",kambing hitam goal biar dpt percaya masyarakat laku kanjuruhan bohong tolak lupa masak jaring internasional ketangkep ngakak kayak sinetron drama kolosal
912,adenan ariff,2023-09-19T01:20:59Z,basa basi gaa sii tar juga di jual lagi trus kurirnya dia sndiri yg nangkep biar citranya naik aja,basa basi gaa sii tar jual terus kurir sndiri nangkep biar citra aja
913,Adhenbaim Baim,2023-09-17T13:11:07Z,Klu bener bner asetnya di sita alangkah baiknya uang nya di pergunakan untuk penyembuhan orang orang yg ketergantungan narkoba agar ke dpn nya yg ketergantungan narkoba bisa BNr BNr sembuh 👍💪🙏😴,kalau bener bner aset sita alangkah baik uang guna sembuh gantung narkoba dpn gantung narkoba benar benar sembuh
916,Solahudin Hz,2023-09-12T23:17:04Z,"Semoga meteka yg di tangkap di hukum Mati, lalu dlm wkt berjalan Hukum Nya di Discount,  jd seumur Hidup, kmudian di anggap berklakuan baik. Lalu di Diacount lg hukuman nya. Dan akhir ny bebas kyk si Rambo",moga meteka tangkap hukum mati dalam wkt jalan hukum discount umur hidup kmudian anggap berklakuan diacount lagi hukum ny bebas kyk si rambo
919,Nirma Ayu,2023-09-16T22:13:06Z,Aparat semua harus sadar bahwa menangkap mereka berarti menyelamatkan anak cucu kita semua  termasuk anak cucu nya aparat juga makanya jangan kasi ampun <br>Bravo POLRI🇮🇩,aparat sadar tangkap selamat anak cucu anak cucu aparat kasi ampun bravo polri
920,Markasan,2023-09-13T05:07:25Z,"Alhamdulilah dgn tertangkapnya bandar besar Narkoba, di Indonesia yg bikin resah NKRI sikat habis pak Polisi sampai ke akar akar nyaJaya selalu POLRI",alhamdulilah dengan tangkap bandar narkoba indonesia bikin resah nkri sikat habis polisi akar akar nyajaya polri
924,Karisma Asep,2023-09-13T06:57:41Z,ini.pasti ulah oknum penjahat negara...coba kita awam .bawa sabu gak bakal lolos....di jamin....cara pikir sederhana......apratur negara.ini  katanya  ngaku oknuum..bikin ulah..di pelabuhan karna apratur ngera ini ..sangsi...gak ada kecuali ketauan rakyat itu paling yang ketuan di hukum..kata ...nya  hahaahahah llihat aja udah jelas oknum jedral bejat  ee ada diskon  hukman hahahah kepetusan gak sepakat dengan rakyat itulah....pusing......,ulah oknum jahat negara coba awam bawa sabu gak lolos jamin pikir sederhana apratur negara ngaku oknuum bikin ulah labuh karena apratur ngera sangsi gak kecuali tau rakyat ketu hukum hahaahahah llihat aja sudah oknum jedral bejat ee diskon hukman hahahah petus gak sepakat rakyat pusing
928,Faktiansyah Fak,2023-09-13T13:12:13Z,"Igt kembali kasus Fredy Budiman, dia hanya operator besar yg menjalankan penyelundupan obat2an terlarang masuk ke Indonesia, tp setiap pergerakan penyelundupanua dia atur dg ,polisi,beacukai dan BNN, pakai saja logika penyelundupan sebesar ini dg jangka waktu panjang g akan mungkin BS lolos jika tidak ada intansi2 terkait yg ikut turut serta.",igt fredy budiman operator jalan selundup larang indonesia tapi gera penyelundupanua atur dg polisi beacukai bnn pakai logika selundup dg jangka waktu lolos intansi kait
935,juniko haris,2023-09-13T05:19:02Z,Kenapa kok narkoba dan Pornografi  pemerintah lebih gampang menangani dan lebih cepat mengusut hukum nya tapi kalau masalah urusan Korupsi sangat susah untuk di usut tuntas dan sangat lambat kinerjaan saat ada pemberantasan Korupsi sangat mudah menangani Kasus seperti ini,narkoba pornografi perintah gampang tangan cepat usut hukum urus korupsi susah usut tuntas lambat kerja berantas korupsi mudah tangan
938,Lia,2023-09-18T07:45:59Z,"Alhamdulillah ya ALLAH,salam sehat para Pejabat ,Bpk2 P0LISI yang terkait ,buru terus Orang2 yang meruksak masa depan,Bangsa dan Negara,selamat Pak Kompak Selalu.",alhamdulillah sehat jabat bpk kait buru orang meruksak bangsa negara selamat kompak
951,Acen Yukido,2023-09-13T11:41:04Z,Barut ooohhh Barutttt.... smg dberantassss habisssss.... ❤❤❤❤❤ smg tdk ad lg cra  pencucian uang lewat daerah2 kecil dgn cra mndketi pribumi....,barut ooohhh barutt smg dberantassss habisssss smg tidak ada lagi cra cuci uang daerah dengan cra mndketi pribumi
952,M Alif Candra Mata,2023-09-13T03:05:39Z,"<b>Indonesia Darurat Narkoba</b><br><br>Kata dan kalimat ini sudah sering kita dengar dan kita sudah bosan mendengarnya.<br><br>Penyelundupan narkoba ber-ton2 tiap tahun masuk ke Indonesia melalui perairan, seperti yg pernah tertangkap di perairan Riau, Aceh, Kalimantan, Banten, Teluk Jakarta dll.<br><br>Ini artinya para Produsen dan Pengedar Narkoba tidak segan dan tidak takut dengan Peraturan dan UU Narkoba Negara Republik Indonesia.<br><br>Negeri ini sangat aneh, padahal BNN dan Direktorat Narkoba Polri sudah mengetahui jaringan peredaran narkoba di Indonesia, sudah mengetahui siapa saja pemainnya, jaringannya bagaimana, arah pergerakannya kemana, siapa pembeli dan penjualnya, tetapi peredaran narkoba tetap tidak bisa dikendalikan malah semakin besar dan liar.<br><br>Negeri ini sudah kacau balau, bangsa ini sudah rusak, rakyat terbiasa dg perbuatan kriminal dan maksiat, para pecandu narkoba sudah menjadi beban bagi negara.<br><br>Sudah seharusnya para pengedar narkoba ini dihukum mati.<br><br>Kami sebagai rakyat hanya mengingatkan saja : Anda sebagai Pejabat Negara yang bertanggung jawab terhadap keselamatan dan keamanan rakyat ini, termasuk harus menyelamatkan para generasi penerus.<br><br>Catatan :<br>Pecandu narkoba sudah menjadi beban bagi negara. Di Negeri ini banyak rakyat yg miskin dan kelaparan, lebih bermanfaat memberi makan orang miskin daripada merehabilitasi pecandu narkoba.",indonesia darurat narkobakata kalimat dengar bosan dengar selundup narkoba ber ton tahun indonesia air tangkap air riau aceh kalimantan banten teluk jakarta produsen peedar narkoba segan takut atur uu narkoba negara republik indonesia negeri aneh bnn direktorat narkoba polri jaring edar narkoba indonesia main jaring arah gera mana beli jual edar narkoba kendali liar negeri kacau balau bangsa rusak rakyat biasa dg buat kriminal maksiat candu narkoba beban negara peedar narkoba hukum mati rakyat jabat negara tanggung selamat aman rakyat selamat generasi terus catat candu narkoba beban negara negeri rakyat miskin lapar manfaat makan miskin rehabilitasi candu narkoba
960,Nurul Wahyudin,2023-09-16T02:25:23Z,NARKOBA JUDI DAN SEMACAM NYA GA BAKAL ADA DI BUMI PERTIWI KALO GA ADA OKNUM YG IKUT BERMAIN..!!!!<br><br>FERDY BUDIMAN MAU BUKA MULUT KEBURU DI HUKUM MATI,narkoba judi tidak bumi pertiwi tidak oknum main ferdy budiman buka mulut keburu hukum mati
964,wawa wawa,2023-09-13T12:11:05Z,SEMUA PELAKU DAN  DEKENGAN2 DARI APARAT  PANTAS DI HUKUM MATI BIAR NEGARA INDONESIA TIDAK SEMAKIN MERAJALELA  SANGAT BERBAHAYA BAGI INDONESIA,laku dekengan aparat hukum mati biar negara indonesia rajalela bahaya indonesia
968,Wanda Kim,2023-09-18T11:03:51Z,betul disita kekayaannya dan hrs dimiskinkan jgn takut Polisi hrs tegas untuk membela negara dan masa dpn anak2 muda  penerus bangsa n negara,sita kaya hrs miskin jangan takut polisi hrs bela negara dpn anak muda terus bangsa negara
969,Herman Nurdin,2023-09-12T22:56:49Z,"Kepolisian Republik Indonesia,walau tak luput dari kekurangan nya.Namun banyak sekali hasil perjuangan nya yang menyumbangkan hasil kenegara,salut nya angota²bukkam satu suara.tidak koar² perperson sampai ada yang memelesetkan NKRI negara kepolisian RI. Maju terus Polri Mantab",polisi republik indonesia luput kurang hasil juang sumbang hasil negara salut angotabukkam suara koar person meleset nkri negara polisi ri maju polri mantab
982,Entang Suryaman,2023-09-18T04:10:03Z,Barang bukti narkoba harus d musnahkan jangan sampai di jadikan barang komoditi dibedarkan kembali okeh okmum yg tidak bertanggung jawab Bravo Polisi yg jujur,barang bukti narkoba musnah jadi barang komoditi bedar okeh okmum tanggung bravo polisi jujur
986,HYDN,2023-09-26T19:24:26Z,"Ada apa dengan nama nama Fredy ? Dari mulai Budiman ,Sambo ,dan skrg Pratama .. sampe kepikiran punya anak mau di namain Fredy Escobar :(",nama nama fredy budiman sambo sekarang pratama sampai pikir anak namain fredy escobar
993,THE FAMILY PAREESA YARA JESNA ASYAKIEB,2023-09-14T04:47:38Z,"Beking beking tu di hukum mati sekalian.....,,,enak banget tunggu tf ja dia...perbulan..,,,Karir lho udah berakhir bos...",beking beking hukum mati banget tunggu tf ja bulan karir lho sudah bos
1006,Didik Soepriadi123,2023-09-13T09:29:59Z,MANTAP Ndan....APLUSSS...KINERJA YG BAIK CUKUP MEMUASKAN.....tapi coba usut KASUS KANJURUHAN MALANG......MOHON IJIN ....agar kami bisa MENDENGAR LANGSUNG DARI SUMBERNYA .....,mantap ndan aplusss kerja muas coba usut kanjuruhan malang ijin dengar sumber
1014,Ayu Sri,2023-09-13T03:40:06Z,"ku doa kan semoga yang memakai narkob di mati rasa kan rasa narkob agar penjual narkob tidak laku dan gulung tikar,aminn",ku doa moga pakai narkob mati narkob jual narkob gulung tikar aminn
1018,Haeruddin HS,2023-09-19T12:58:59Z,Inilah upaya komunis untuk merusak moral anak bangsa agar bisa menguasai kekayaan alam Indonesia dan yakinlah bahwa yg terjaring itu haxa sebahagian kecil,upaya komunis rusak moral anak bangsa kuasa kaya alam indonesia yakin jaring haxa sebahagian
1019,Gatot Priyodigdo,2023-09-16T18:48:30Z,Kita tunggu vonis nya aja biasa hukuman seumur hidup buat gembong gembong narkoba kalo bisa hukuman mati,tunggu vonis aja hukum umur hidup gembong gembong narkoba hukum mati
1021,Dwi Nugraha,2023-09-13T00:59:04Z,Tar tau&quot; hukuman mati jadi seumur hidup lewat lembaga tinggi negara yang kemarin kasih keringanan utk FS dkk... 😊,tar tau quot hukum mati umur hidup lembaga tinggi negara kemarin kasih ringan untuk fs dkk
1026,Subagyo Subagyo,2023-09-15T06:26:16Z,Terutama Hakim biadab juga hrs di hukum berat kerena sdh melindungi orang jahat di bumi indonesia,hakim biadab hrs hukum berat rena sudah lindung jahat bumi indonesia
1029,Sbk,2023-09-13T01:35:00Z,"Baguuus sih,tp saya masih blm percaya barang hasil sitaan nya di musnahkan sm polisi 😂 drpd nganggur,mending dijual lg 😂 lumayan",baguuus tapi blm percaya barang hasil sita musnah polisi drpd nganggur mending jual lagi lumayan
1030,bocil  gg,2023-09-18T13:14:27Z,"Mantap gan,cepat banget ,gercep. Tes tes ... Harun mas mas 😁 , apa nunggu 3 lebaran lagi.",mantap gan cepat banget gercep tes tes harun mas mas nunggu lebaran
1034,M Tohir,2023-09-17T15:02:45Z,Pelaku narkoba samp 10 triyon ga di hukum mati..pemerintah diam aja ..bahaya. ..ga ada slesainya klo ga di hukum mati.,laku narkoba samp triyon tidak hukum mati perintah diam aja bahaya tidak slesai tidak hukum mati
1041,Nengsih,2023-09-14T15:43:40Z,Sulit dan mustahil untuk bisa memberantas masalah shabu shabu karna nilai uang nya terlalu besar setiap hari di tangkap namun mo beli sabu sama mudah nya dgn beli beras di kedai apek lehen,sulit mustahil berantas shabu shabu karena nilai uang tangkap mau beli sabu mudah dengan beli beras kedai apek lehen
