nomor,nama_akun,tanggal_komentar,komentar,komentar_preprocessing
2126,unyiel88 oke,2023-09-13T02:36:13Z,"Bener sekarang banyak wanita kesepian,,suami ya pada di penjara,istri biasa ekonomi enak ,skrng ambruk ke bawah nanti serong kiri serong kanan,ini karena ada intruksi pak presiden kemarin jdi makin gencar,kalangan artis pak ,dan pejabat ,semoga bergegas ke sana lebih aktif",bener wanita sepi suami penjara istri ekonomi sekarang ambruk serong kiri serong kanan intruksi presiden kemarin jadi gencar kalang artis jabat moga gegas aktif
2130,Kang Biyus,2023-11-11T18:00:59Z,"Uangnya bisa buat bayarin utang Indonesia dan beli persenjataan negara kita untuk pertahanan, mungkin kalau kau jual racun itu tak di Indonesia lagi aku set7 dan kau bantu lah perkuat negrimu sendiri",uang bayarin utang indonesia beli senjata negara tahan kau jual racun indonesia set kau bantu kuat negrimu
2133,Marnah BintMohamed,2023-09-15T11:05:51Z,"Gilaaaaa gilaaaaa broooo, uwg segitu byk nya,,,, gelenggg gelegg kepla guwe,, degr uwg segitu byk nya, sekrg di Sita lalu uwg itu mau di kemnakn gaesss",gilaaaaa gilaaaaa broooo uwg segitu byk gelenggg gelegg kepla guwe degr uwg segitu byk sekrg sita uwg kemnakn gaesss
2138,ATR Official,2023-09-13T10:05:07Z,Sy rasa pengembangan kasus ini buntut dari penangkapan ratu narkoba palembang.<br>Ini baru prestasi Sikat Kakapnya beserta jaringannya.,saya kembang buntut tangkap ratu narkoba palembang prestasi sikat kakap serta jaring
2146,Hadi Syah,2023-09-18T17:41:34Z,Ingat tu aparat...uang nya di bayar kan hutang negara..uang sitaan jangan pulak di masuk kin kantong masing2 aparat..bunyi nya aja di sita...padahal aparat sama  gembong narkoba sama aja...,aparat uang bayar hutang negara uang sita pulak kin kantong masing aparat bunyi aja sita aparat gembong narkoba aja
2149,Hartatik Barisan,2023-09-17T02:38:35Z,SETUJU ....JIKA PELAKU INI DI HUKUM BERAT BAHKAN HUKUMAN MATI...MEREKA INI TELAH MERUSAK MENTAL DAN FISIK GENERASI MUDA...,tuju laku hukum berat hukum mati rusak mental fisik generasi muda
2155,Ramses Ramses,2023-09-13T02:23:26Z,Asal jgn sampai di suap petugas&quot; nya di media di pertontonkan pengelesainya tdk ada karna aparat sekarang ini serba uang yg nyatur dan sambo aja sampai sekrng kita tdk jdi di hukum mati karna kroni&quot; dari apat nya sudah dpt aset masing&quot;,jangan suap tugas quot media tonton kelesa tidak karena aparat serba uang nyatur sambo aja sekrng tidak jadi hukum mati karena kroni quot apat dpt aset quot
2157,Singo Rono,2023-09-17T23:05:43Z,Halo Drun kadrun apakah mereka layak mendapatkan penghargaan tertinggi dr Kalian yg sudah berhasil menghancurkan BANGSA INDONESIA.dg Narkoba.<br><br>Atw mereka diberi hadiah peluru di jidaat lalu kalian teriak MELANGGAR HAM.,drun kadrun layak harga tinggi dr hasil hancur bangsa indonesia dg narkoba hadiah peluru jidaat teriak langgar ham
2161,mastono,2023-09-13T06:28:45Z,lakukan hukuman mati..... negara lain tdk nyaman bagi pengedar narkoba krn diterapkannya hukuman mati......bagaimana dg indonesia.....para penegak hukum jangan banyak bermain.....lakukan tugas dg baik dan hukuman mati agar diterapkan..,laku hukum mati negara tidak nyaman peedar narkoba karena terap hukum mati dg indonesia tegak hukum main laku tugas dg hukum mati terap
2163,Tatang Danial,2023-09-15T23:22:04Z,"Bravo Polri, sikat habis para pelaku dan oknum polri yg terlibat, sekaligus sita seluruh asset yg dimiliki, trims Polri",bravo polri sikat habis laku oknum polri libat sita asset milik trims polri
2169,Yuhdi Yuhdi yuhdi,2023-09-13T00:33:21Z,"Tanpa kong kalikong oknum oknum mustahil.!!!!literminal aja masih banyak calo/premannya,slh satu contoh bungur asih surabaya.,sampai sekarang.apalagi mlm hari hati hati.,yg baru pertama kali.😅😅😅",kong kalikong oknum oknum mustahil literminal aja calo preman slh contoh bungur asih surabaya mlm hati hati
2173,Mariam Firdaus,2023-09-19T05:15:11Z,"Se begitu banyaknya hampir nomilal T baru ketemu? Pasti ada sesuatu dibelakang yg melindungi dan juga ada yg menjatuhkan, mohon Polri bertindak tegas menuntaskan yg mendekengi bandar Narkoba Internasional yg baru ketemu HEBAT",banyak nomilal ketemu belakang lindung jatuh polri tindak tuntas mendekengi bandar narkoba internasional ketemu hebat
2187,Mustika Ayu ningtyas,2023-09-19T10:40:57Z,Tabahin pegawe polisi ya orang ya yang dari podok sunan drajad lamongan jawa timur supaya dunia ini aga bersih,tabahin pegawe polisi podok sunan drajad lamongan jawa timur dunia aga bersih
2193,mamah bima channel,2023-09-14T07:50:46Z,"Gila uang nya bnyak bnget,pntsn apart2 bnyak yg brsengkongkol sm bos2 narkoba trnyata cuan2 nya gmpng d dapat ,dn hasil yg memuaskn gk capek2 krja otak aj hrus pintar",gila uang banyak bnget pntsn apart banyak brsengkongkol bos narkoba trnyata cuan gmpng dan hasil memuaskn tidak capek krja otak aj hrus pintar
2206,Yuniar Fitri,2023-09-16T23:36:41Z,"Barang bukti tlg jadikan ,pemberantasan narkotika per ,RT diseluruh wil NKRI. Krn nsrkoba sdh merambah krluarga&quot; miskin ,yg srmakin meningkat kemis kinanx . Sementara aparat merangkul anak &quot; mrnjadi pemakai yg awalx gratis, sth kecanduan merongrong ortux, setelah miskin ,berbuat kriminal  dlm keluarga menjalar ke masy. Mereka disamping pemakai menjadi pengedar kecil&quot;an.untuk itu tlg masy paling bawah yaitu tk RT ,jadikan ujung tombak ,yg dokoordinil langdung warga se RT, krn masalah ini klo ndak diberantas akan hancur ngr kita sebentar lagi,alpg dibawah lindungan para aparat. Tlg Bpk Presiden n aparat yg bersih miskinkan   pejabat yg juga berkecimpung memperkaya diri dg menghancurkan generasi penerus dg narkoba. Salurkan uang bukti tsb ke pemberantasan di aparat paling bawah /Rt ,yg juga diawasi warga Rt terutama emak&quot; ,paling bawah,klo dpt bikin juga kurunganx di wilayah tsb. Klo di bui ,keluarx malah makin hebat ,ngak bakalan tobat si pemakai .",barang bukti tlg jadi berantas narkotika rt seluruh wil nkri karena nsrkoba sudah rambah krluarga quot miskin srmakin tingkat kemis kinanx aparat rangkul anak quot mrnjadi pakai awalx gratis sth candu rongrong ortux miskin buat kriminal dalam keluarga jalar masy samping pakai peedar quot tlg masy tk rt jadi ujung tombak dokoordinil langdung warga rt karena ndak berantas hancur ngr alpg bawah lindung aparat tlg bpk presiden aparat bersih miskin jabat kecimpung kaya dg hancur generasi terus dg narkoba salur uang bukti tsb berantas aparat rt awas warga rt emak quot dpt bikin kurunganx wilayah tsb bui keluarx hebat ngak tobat si pakai
2210,Didik Prabowo,2023-09-12T22:15:58Z,"Hukuman mati harus di tegakkan,,,hakim2nya harus di didik supaya menolak suap,,,dan semua aparat harus cinta tanah air,,,bukan cinta bandar narkoba,,,,bila di biarkan,,,puluhan ton yg akan di pasok ke indonesia",hukum mati tegak didik tolak suap aparat cinta tanah air cinta bandar narkoba biar puluh ton pasok indonesia
2212,Adiemas Agungnugroho,2023-09-18T01:25:35Z,"Apakah mrk ada kaitannya dgn ex oknum berwajib yg di hukum seumur hidup ???, koq yaa ttg masalah narkoba ngga hilang² di NKRI dan pastinya ada kaitan dgn negara² asing penjajah yg pelihara utk meng-Amburadul kan NKRI spt Uni Soviet + Yugo-Slavia + Negara² Balkan.",mrk kait dengan ex oknum wajib hukum umur hidup koq yaa ttg narkoba hilang nkri pasti kait dengan negara asing jajah pelihara untuk meng amburadul nkri spt uni soviet yugo slavia negara bal
2215,Dhani Dhani,2023-09-13T14:35:51Z,Tu bpk kapolri..hrs brng bukti d musnahkan dpn rkyat..dn dpn media..tu bru mntrp bpk kapolri..krn kt lht sndri bpk tedy minahasa jendral bintng 2 d jual ny lg..kpn hbs2 ny narkoba.❤❤,bpk kapolri hrs brng bukti musnah dpn rkyat dan dpn media baru mntrp bpk kapolri karena kt lht bpk tedy minahasa jendral bintng jual ny lagi kpn hbs ny narkoba
2217,Telik seran Maymuna,2023-09-13T22:21:45Z,"Coba polisi juga selidiki dipapua ditempat kita banyak anak&quot; mudanya yg jarang tidur dan mereka beribut hampir mau pagi,tdk tau apa yg dilakukan karena banyak ortunya masa bodoh dan seperti pembiaran begitu juga rt nya bahkan anak&quot; nya rt ini jarang tidur begadang terus,kita di kotaraja dalm gg dihe dua abepura papua jayapura,tolong pakpol selidiki jangan&quot;mungkin ada perputaran narkoba juga.",coba polisi selidik dipapua tempat anak quot muda jarang tidur ribut pagi tidak tau ortu bodoh biar rt anak quot rt jarang tidur begadang kotaraja dalm gg dihe abepura papua jayapura tolong pakpol selidik quot putar narkoba
2220,Ahmad Sofyan,2023-09-18T05:24:18Z,Waw.   Saya mohon jgn beri ruang orang 2 narcoba........jadi apa negara ini .....klau dipimpin orang 2 jaringan Narkoba..........hukum mati aja.......,waw jangan ruang narkoba negara pimpin jaring narkoba hukum mati aja
2222,Seniman Sumenep,2023-09-18T06:59:39Z,Hasil operasi pemberantasan Narkoba taraf Internasional perlu diberi hukuman mati dan langsung eksekusi mati tanpa kompromi dg siapapun.Pengadilan harus tegas dan cepat menvonis hukumanti dg tembak mati.,hasil operasi berantas narkoba taraf internasional hukum mati eksekusi mati kompromi dg adil cepat menvonis hukumanti dg tembak mati
2228,agung setiadi,2023-09-13T04:19:02Z,"JOS GANDOS BUAT POLRI, HATAM TERUS PAK POL ! <br>PENINDAKAN SEPERTI POLRI INI HARUS DILAKUKAN JUGA OLEH KPK ! KORUPTOR HARUS DIMISKINKAN DAN PENERAPAN HUKUMAN MATI.",jos gandos polri hatam pol tindak polri kpk koruptor miskin terap hukum mati
2231,Wong Ayu Dhewex,2023-09-19T16:56:13Z,Intinya mereka sdh kekenyangan ..<br>Kalian bisa sembunyi dari manusia…<br>Tp Allah SWT maha mengetahui apa yg mereka kerjakan …<br><br>Alhamdulillah Mksh ya Allah …🤲<br>Smoga yg lainnya jg bisa menyusul ketangkep …🤲🤲🤲<br>Semangat pak polisi…💪💪💪,inti sudah kenyang sembunyi manusia tapi swt maha kerja alhamdulillah mksh smoga juga susul ketangkep semangat polisi
2235,Abselo Nius,2023-09-14T23:21:55Z,"Ini bukan terobosan, tapi kemaun, keberanian dan tekat yg tulus, karena fakta dilapangan yang terjadi adalah pembiaran oleh para oknum, karena mereka mendapat vy dan setoran dari hasil penjualan tersebut.",terobos kemaun berani tekat tulus fakta lapang biar oknum vy setor hasil jual
2240,GAJEALSS,2023-09-13T04:59:50Z,Habiskan bandar narkoba di Indonesia sangat gampang....yg penting komitmen dan serius berantas dan bukan pura pura berantas..,habis bandar narkoba indonesia gampang komitmen serius berantas pura pura berantas
2241,Haeruddin HS,2023-09-19T13:02:29Z,"Ini SDH settingan,,narkoba tdk akan pernah habis dindonesia Krn baxak oknum yg terlibat dan yg terjaring SDH direkayasa haxa sebahagian kecil",sudah settingan narkoba tidak habis dindonesia karena baxak oknum libat jaring sudah rekayasa haxa sebahagian
2242,Cmz family,2023-09-19T22:59:16Z,Hebat Psk Polisi yg baru ini kota Lsmpung bshaya sarang narkoba tsbgkap semua gembong narkoba hukum mati gk pake lama,hebat psk polisi kota lsmpung bshaya sarang narkoba tsbgkap gembong narkoba hukum mati tidak pake
2244,Rina Wates,2023-09-13T01:25:58Z,"Wah polisi kita hebat sekali bs sukses menggerebek narkoba dan .....apalagi jumblahnya 10 tliliun wah ,.hebat sekali ..,semoga sukses terusss😊😊😊",polisi hebat sukses gerebek narkoba jumblah tliliun hebat moga sukses terusss
2251,Hasmono Saptowijoyo,2023-09-19T04:59:22Z,Ini  baru hebat  untuk. Itu  mohon  hasil rampasan  di laporkan di serahkan untuk aset negara<br>Mengenai uang di serahkan ke oas negara untuk bangun ikn,hebat hasil rampas lapor serah aset negaramengenai uang serah oas negara bangun ikn
2255,yusup Supriatna,2023-09-14T23:11:31Z,Klw ada pejabat terlibat hukum dong sesuai UUD yg berlaku hukum pun harus tajam ke Atas biar adil,klw jabat libat hukum sesuai uud laku hukum tajam biar adil
2270,Infinix Baru,2023-09-15T23:21:38Z,"Pak presiden dan Kapolri tolong lah...di Binjai dan kab Langkat sampai sekarang sangat marak yg ditangkap<br>hanya kacungnya, bahkan ka<br>Polda yg SDH diganti pura2<br>membuat statement sedang<br>dikejar/buru tapi kami tau ban<br>Dar tersebut tetap berada di<br>tempat.",presiden kapolri tolong binjai kab langkat marak ditangkapha kacung kapolda sudah ganti statement sedangdikejar buru tau bandar tempat
2276,Djumadin Bin jamaludin,2023-09-13T00:11:47Z,Hukuman mati bagi bandar   narkoba adalah  &quot;Harga mati&quot; yang tidak bisa ditawar dan ekskusinya harus disegerakan.,hukum mati bandar narkoba quot harga mati quot tawar ekskusi segera
2277,KAMSOL 38,2023-09-13T00:04:02Z,BNN bgmn tuh ? Ga ada krjnn dn fungsinya. Cukup Polri sj yg menangani narkoba. Bubarkan sj BNN tdk berfungsi.,bnn bgmn tidak krjnn dan fungsi polri saja tangan narkoba bubar saja bnn tidak fungsi
2281,Iim Imro'ah,2023-09-12T22:16:02Z,Smg polri yg amnah demi bngs akita sll  dpm klsmtan....smg pelaku dihukum seadil 2nya...,smg polri amnah bngs akita sll dpm klsmtan smg laku hukum adil
2285,Siti Malikah,2023-09-12T22:38:45Z,Alhmdulillah .. pk pol kerja yg sangat memuaskan . Setuju Brantas sindikat narkoba dan korupsi hukum mati biar tidak merusak moral generasi bangsa .,alhmdulillah pk pol muas tuju berantas sindikat narkoba korupsi hukum mati biar rusak moral generasi bangsa
2289,JBc89,2023-09-16T10:18:33Z,Ayo dong Indonesia buat peraturan seperti pilipina tembak di tempat saja tembak mati bahaya narkoba kepada anak anak muda penerus bangsa.,ayo indonesia atur pilipina tembak tembak mati bahaya narkoba anak anak muda terus bangsa
2290,Wawan Gunawan,2023-09-16T06:05:36Z,Saya mau tanyak sama pak polisi. Hasil rampasan NARKOBA. Yang besar&quot; kemana kok ngak pernah tau. Dimuskan ka atau kemana. Rakyat gak tau,tanyak polisi hasil rampas narkoba quot mana ngak tau mus ka mana rakyat gak tau
2296,Rantinislau Hni,2023-09-13T01:30:23Z,Wihh..&quot;orang Arab&quot; lg yang merusak dan menghancurkan bangsa..hukum mati nih semua..para bedebah penghancur Bangsa,wihh quot arab quot lagi rusak hancur bangsa hukum mati bedebah hancur bangsa
2309,Aris Aris,2023-09-16T23:33:38Z,Coba sama dengan koruptor pas ketangkep jagan di sita hasil uang yang di ambil. Tp berikut kekayaan yg dipunya alias di miskinkan,coba koruptor pas ketangkep jagan sita hasil uang ambil tapi kaya pu alias miskin
2311,Kebuli_kabsah_biryani Ai_nurhayati,2023-09-20T14:31:31Z,Nu kieu tah nu kudu di brantas teh..duruk sakalian...ulah di ampihan..,nu kieu tah nu kudu berantas teh duruk sakalian ulah ampihan
2313,Benjos Koi,2023-09-16T13:57:18Z,Jangan hanya narkoba.. Korupsi harus di brantas jg hukuman mati buat koruptor.. Baru negeri ini merdeka dari penjajahan dalam negeri,narkoba korupsi berantas juga hukum mati koruptor negeri merdeka jajah negeri
2314,Darmanto Darwadi,2023-09-13T07:22:20Z,salut kpd polri.semoga polri semakin gencar untuk memburu bandar2 narkoba.krna narkoba tlah meracuni g muda .dan bisa mempengarui perekonomian indonesia,salut kpd polri moga polri gencar buru bandar narkoba karena narkoba tlah racun muda aru ekonomi indonesia
2317,Jeff Manullang,2023-09-13T09:22:58Z,"begitu mudah nya dapat duit ya,,,,,gua dri pagi ampe malam smpe keringatan cuman dapat duit 100 ribu doang,,,,",mudah duit saya pagi ampe malam sampai keringat cuman duit ribu doang
2318,Diti chan,2023-09-13T00:58:11Z,"Menurut gue biasa aja kali ! <br>Yg hebat itu , kalau kasus sudah besar begini pelaku dan otaknya DIHUKUM MATI ! Itu baru hebat 😅<br><br>di negeri konoha gini , SUDAH BIASA memunculkan kasus HEBOH supaya narasinya menyimpulkan POLRI HEBAT euyy  , JOKOWI HEBAT deh😀<br><br>Nyatanya paling si FREDDY ntar kayak SAMBO bakal bebas berkeliaran lagi .<br><br>Lihat aja si SAMBO sudah jelas2 vonis MATI … nyatanya sampai sekarang masih bebas hidup . <br>Jadi hukum di negeri ini ga ada yg  hebat selama pemimpinnya cuma  bisa  menjadi boneka  .<br><br>Gak Usah lah mencoba menarik simpatik rakyat seolah POLRI hebat JOKOWI HEBAT , selama pelaku dan otak pelaku Kasus kasus NARKOBA dan si SAMBO belum dieksekusi  MATI , maka selama itu pula kalian cuma sedang bersandiwara menarik simpati rakyat 😅😅<br>Apalagi ini jelang PILPRES , seolah kepemimpinan JOKOWI menuai prestasi terbesar dlm sejarah  😅",saya aja hebat laku otak hukum mati hebat negeri konoha gin muncul heboh narasi simpul polri hebat euyy jokowi hebat deh si freddy ntar kayak sambo bebas liar aja si sambo jelas vonis mati bebas hidup hukum negeri tidak hebat pimpin boneka gak coba tarik simpatik rakyat polri hebat jokowi hebat laku otak laku narkoba si sambo eksekusi mati sandiwara tarik simpati rakyat jelang pilpres pimpin jokowi tuai prestasi besar dalam sejarah
2319,mahendra jasukma,2023-09-16T00:40:26Z,PENGALIHAN ISU REMPAAANGGGG SAMA POLITIK IDENTITAS GANJAR... NTAR JG DIJUAL LAGI SAMA PETINGGI2NYA KY YG UDAH2 ☕🏴‍☠️,alih isu rempaaangggg politik identitas ganjar ntar juga jual ky udah
2321,Raja,2023-09-13T04:36:26Z,"Trimakasih luarbiasa Prestasi Mabes Polri, dalam kssus Penangkapan  Bandar Nafkoba. International. Sebagaimasuksn pada Bapsk Kapolri bagaimana upaya Kepolisian RI dan BNN, untuk menciptsksn Masyarakat Indonesia tidak dspst membeli barang Narkoba. Sehingga seluruh masyarakat indonesis. Tidak dapat mempetoleh Nafkoba untuk dikonsumsi untuk digunakan.",trimakasih luarbiasa prestasi mabes polri kssus tangkap bandar nafkoba international sebagaimasuksn bapsk kapolri upaya polisi ri bnn menciptsksn masyarakat indonesia dspst beli barang narkoba masyarakat indonesis toleh nafkoba konsumsi
2322,لين ينتي,2023-09-19T13:49:17Z,Allah Maha Sang Pencipta dan Allah Maha Mengetahui. Allah Maha Melihat. Allah Maha Kuasa. Allah Maha Pengasih lagi Maha Penyayang. Tegakan yg halal and lakukan dgn ikhlas.,maha sang cipta maha maha maha kuasa maha asih maha sayang tega halal and laku dengan ikhlas
2324,Juandi Andi,2023-09-19T06:14:53Z,"Sa.pae polsek pak jngan hnta yang di atas ssja  yang  onggota nya sja bekingi narkoba,  namun di introgasi di tengah jalan  blalu buat langganan si pelaku narkobanya   ga smpae di meja hijokan  biar oelaku main lgi tangkap lgi dan duit lagi  KENAPA TDK BANDAR UTAMA NYA SI KOK BOLAK BALIK TANGKAP KROCONYA,",pae polsek jngan hnta ssja onggota sja beking narkoba introgasi tengah jalan blalu langgan si laku narkoba tidak smpae meja hijokan biar oelaku main lagi tangkap lagi duit tidak bandar utama si bolak tangkap kroco
2326,JRD,2023-09-19T06:51:22Z,Gaji dan Tunjangan POLRI wajib dinaikan.<br>Agar terhindar dari Sogok menyogok....<br><br>Polri sekarang memang sudah berubah.<br>memang luar biasa kinarja Polri.,gaji tunjang polri wajib naik hindar sogok sogok polri ubah kinarja polri
2338,Rosadi Nurdin,2023-09-12T23:59:07Z,"Indonesia ngga bisa hilang dari narkoba, tindakan kg tegas dari aparat , masih bisa damai ,yg ecek ecek aja bisa damai apa lagi yg kls kakap,",indonesia hilang narkoba tindak kg aparat damai ecek ecek aja damai kls kakap
2341,HIDAYAH03,2023-09-13T03:02:34Z,ASS CERDASLAH BANGSAKU&quot;ASLINYA KERAJAAN NARKOBA SDH LAMA SEKALI&quot;SAMBO JATUH&quot;BLM KETEMU RAJANYA&quot;DIDLM TUBUH  PENEGAK HUKUM&quot;MULAI TERBUKA&quot;LIHAT CARA SAMBO JATUH&quot;HUKUMAN SEUMUR HIDUP&quot;MONGGO VIRALKAN&quot;AGAR APARAT YG MAIN2 BERTAUBAT&quot;NKRI MAJU DAN NORMAL KEMBALI&quot;KRN SKRG SDH FAKTA&quot;AWAS SAAT MENGHILANGKAN(HRS DIAWASI)JGN DITUKAR TAWAS JILID 2&quot;MONGGO,ass cerdas bangsa quot asli raja narkoba sudah quot sambo jatuh quot blm ketemu raja quot didlm tubuh tegak hukum quot buka quot sambo jatuh quot hukum umur hidup quot monggo viralkan quot aparat main taubat quot nkri maju normal quot karena sekarang sudah fakta quot awas hilang hrs awas jangan tukar tawas jilid quot monggo
2343,Wan Thobo,2023-09-16T09:19:30Z,Mau di ke manakan bangsa ini sbenarnya???? Kasus narkoba tak henti2nya brhenti sampai di sini....siapa di belakang smua ini ? Hendaknya mulai saat ini narkoba hrs hilang.....krn jlas merusak generasi muda dan tatanan bangsa negara.....jlas trdampak ke semua lapisan masyarakat luas....dan ahirnya masa depan bangsa ini akqn hancur lebur...,manakan bangsa sbenar narkoba brhenti semua narkoba hrs hilang karena jlas rusak generasi muda tatanan bangsa negara jlas trdampak lapis masyarakat luas ahir bangsa akqn hancur lebur
2344,Jarwok Ganteng,2023-09-12T22:55:04Z,Klo dugaan saya yg orang awam ini... sebelumnya juga sebesar besar ini.. tapi dugaan saya hasilnya di bagi bagi... karena sudah cukup hampir kenyang... dan mau ganti oligarki atau rezim ya ...ya beginilah untuk...bla...bla...bla,duga awam duga hasil kenyang ganti oligarki rezim bla bla bla
2346,Bun Nandi,2023-09-16T07:39:55Z,Inilah kelemahanya hukum di negri ini ..harta kekayaanya sdh di sita..itu kan yg di sini..yg di luar negri kan msih bnyk hartanya..terus orang nya  di hukum bbrp tahun. keluar dari penjara ya menjual sabu lagi..kan masih tau cara2 nya dan masih punya langganan yg lain..knp tdk ditembak mati saja biar mata rantainya putus...tpi memang sdh menjadi rahasia umum.ktnya itu juga buat masukan bisnis orang2 tertentu...di negri ini.uang itu enak loh...,kelemaha hukum negri harta kekayaa sudah sita negri msih banyak harta hukum bbrp tahun penjara jual sabu tau cara langgan knp tidak tembak mati biar rantai putus tpi sudah rahasia umum kt masuk bisnis orang negri uang
2349,Mochammad Yunus,2023-09-22T02:53:41Z,"Susah payah bongkar gembong narkoba di uangkan Rp 10 triliun,hukuman mati  termasuk anak buah",susah payah bongkar gembong narkoba uang rp triliun hukum mati anak buah
2352,Gozali R,2023-09-16T17:59:13Z,Gak aneh ah mau sejuta milyar juga mereka kan hanya sandiwara aja.. urus mah rempang gimana,gak aneh ah juta milyar sandiwara aja urus mah rempang gimana
2353,Made Sudarsa,2023-09-17T07:32:16Z,"Ini pengedar Narkoba manusia paling bejat karena mencari kebahagiaan ,harta kekayaan  dan kesenangan untuk keluarganya diatas mayat orang lain",peedar narkoba manusia bejat cari bahagia harta kaya senang keluarga atas mayat
2356,Mangara Sihaloho,2023-09-13T01:40:23Z,Kira2 uang ini dikemanakan. Mudah2an uang ini tidak masuk ke kontong2 pribadi tetapi ke kas negara. Narkobanya juga tidak disalah gunakan. Atau dibisniskan oknum2 tertentu.,kira uang mana uang kontong pribadi kas negara narkoba salah bisnis oknum
2360,misriah 1802,2023-09-18T08:09:41Z,"Klo tugas polisi yg berhubungan dgn narkoba di tingkat bawa gak mbeling / sering minta tebusan uang utk tangkapannya , tentu kasus2 besar spti ini akan banyak terungkap , mau terungkap gimana wong tangkapannya di lepas setelah di tukar dgn sejumlah uang....<br>Polisi2 spti ini perusak citra POLRI",tugas polisi hubung dengan narkoba tingkat bawa gak mbeling tebus uang untuk tangkap kasus spti ungkap ungkap gimana tangkap lepas tukar dengan uang polisi spti usak citra polri
2370,denis rahadi,2023-09-15T16:31:46Z,"Kurang paham sama alurnya...<br>Kalau aset sampek kayak gitu berarti kan dah lama , dan aset sudahvkeburu bnyak. Dan jaringan sudah besar...<br>Kenapa ditangkap?<br>Sebelumnya kan mereka aman aman aja?<br>Sampek bisa punya rumah ,tanah,hotel,gedung,gedungnya disewa. <br>Pasti juga pihak yg terkaita mgkn ratusan orang dari sipil dan non sipil.<br>Kenapa?<br>Trus klo uang hasil sitaanya dipake buat kampanye boleh gak.?<br>Sama itu yg mendesak dri pihak luar atau inisiatif indo.<br>Apakah mungkin didesak dsri kuar negeri trus dikeluarkan tersangka  sebagai kambing hitam. Aset disita 10t padahal aset sebenarnya 50t masih aman karena sudah ada kambing hitamnya...dan tetap bisa berusaha diluar sana.<br>Bagaimana pak?",paham alur aset sampek kayak gitu aset sudahvkeburu banyak jaring tangkap aman aman aja sampek rumah tanah hotel gedung gedung sewa terkaita mgkn ratus sipil non sipil terus uang hasil sitaa dipake kampanye gak desak inisiatif indo desak dsri kuar negeri terus keluar sangka kambing hitam aset sita aset aman kambing hitam usaha luar
2373,Zainal Abidin,2023-09-19T11:24:29Z,"BISNIS PALING MENGGIURKAN,GAK PERDULI ORANG YG BERAGAMA APAPUN BAHKAN YG TDK BERAGAMA ,KERJA G SENGSARA DWIT GEDE G PERLU BANYAK PIKIR <br>CEPAT Banyak CUAN,BAHKAN APARAT YG MENGAWASI ADA YG IKUT TERSERET MASALAH BISNIS INI, TDK MAIN2 HAL INI TINGGAL MENANTI AZAB DARI ALLAH, KALO G PELAKU NYA UAH TURUN AZABNYA KE ANAK NYA HATI2 AJA KALO ANDA MENGAWASI DIBIDANG INI APA YG KAMU LAKUKAN DI DUNIA AKAN KAMU BAEA KE ALAM KUBUR DAN KALIAN YG AKAN MERASAKAN NYA , , INGAT PENERJAAN INI TDK MUDAH,DI SEKITAR MU ITU BANYAK PEMBISIK PARA SYAETHON2  , , ,YG BERGENTAYANGAN BILA ANDA TDK CUKUP IMAN , , , BAROKALLAH AMIIIIN 👍",bisnis giur gak duli agama apa tidak agama sengsara dwit gede pikir cepat cuan aparat awas seret bisnis tidak main tinggal azab laku uah turun azab anak hati aja awas bidang laku dunia baea alam kubur rasa penerjaan tidak mudah mu bisik syaethon gentayang tidak iman barokallah amiiiin
2380,Mannix Maxell,2023-09-13T15:31:50Z,"Pasti ada otak ahli strateginya n bukan FP dia hnya pengendali atau pembuka jalur, Polri harus mencari oknum ahli strateginya n dibungkam total agar next itu ahli g bsa bermain jk sdh dilapas, seperti yg sdh2 mrk dilapas msh bsa bermain",otak ahli strategi fp kendali buka jalur polri cari oknum ahli strategi bungkam total next ahli bisa main jk sudah dilapas sdh mrk dilapas bisa main
2383,Arya Kemuning,2023-09-13T02:31:45Z,"Seharusnya seluruh aparat kepolisian dari tingkat POLSEK -  POLDA sadar ini loh jaringan pengedar narkoba internasional masih bergentanyangan hidup makmur di NKRI jangan ada lagi oknum - oknum internal sendiri yang menyalahgunakan wewenang nya untuk memperjual belikan barang bukti bahkan dikunsumsi sendiri atau melindungi pengedar di kampung - kampung dengan dalih barang bukti tidak lengkap,  tangkap 3 hari dilepas kalau ada uang tebusan , kita masyarakat ini bosan melihat dan menyaksikan warga di lingkungan RT kita masih ada terus permainan seperti ini entah kurir maupun pengedar maupun pemakai masih terus tangkap lepas tangkap lepas... entah sampai kapan... &quot; coba kita bertanya pada rumput yang bergoyang&quot;",aparat polisi tingkat polsek polda sadar jaring peedar narkoba internasional bergentanyangan hidup makmur nkri oknum oknum internal menyalahgunakan wewenang jual belikan barang bukti dikunsumsi lindung peedar kampung kampung dalih barang bukti lengkap tangkap lepas uang tebus masyarakat bosan saksi warga lingkung rt main kurir peedar pakai tangkap lepas tangkap lepas quot coba rumput goyang quot
