nomor,nama_akun,tanggal_komentar,komentar
2200,Dika lahlamaa,2023-10-03T16:22:05Z,Musnahkan langsung jangan bersisa sebutirpun
2201,Ainal Mardiah,2023-09-16T08:42:00Z,"Masyarakat sangat berterimakasih banyak,,,!!!! Kepada polri,,,yg telah mengungkap kasus yg yg sebesar ini,,,!!!"
2202,Azm_shantung,2023-09-13T08:37:03Z,Jngn d mkn looh yaaa .. sitaan2nya
2203,CMB news,2023-09-12T23:43:02Z,"sepertinya tidak masuk akal kalau tidak ada polisi yg mengetahui bisnis besar ini sebelumnya, karena yg kecil2 aja katahuan banyak yg ketangkap apa lagi yg besar . . kok sampai punya hotel segala  ?"
2204,Reni Rudi,2023-09-16T07:19:00Z,Klau dpt bagian gak bekal ketangkap
2205,Budi Carlos,2023-09-13T03:58:55Z,Apakah ada Oknum yg ikut bermain dan mempelancar bisnis narkoba nya ?
2206,Yuniar Fitri,2023-09-16T23:36:41Z,"Barang bukti tlg jadikan ,pemberantasan narkotika per ,RT diseluruh wil NKRI. Krn nsrkoba sdh merambah krluarga&quot; miskin ,yg srmakin meningkat kemis kinanx . Sementara aparat merangkul anak &quot; mrnjadi pemakai yg awalx gratis, sth kecanduan merongrong ortux, setelah miskin ,berbuat kriminal  dlm keluarga menjalar ke masy. Mereka disamping pemakai menjadi pengedar kecil&quot;an.untuk itu tlg masy paling bawah yaitu tk RT ,jadikan ujung tombak ,yg dokoordinil langdung warga se RT, krn masalah ini klo ndak diberantas akan hancur ngr kita sebentar lagi,alpg dibawah lindungan para aparat. Tlg Bpk Presiden n aparat yg bersih miskinkan   pejabat yg juga berkecimpung memperkaya diri dg menghancurkan generasi penerus dg narkoba. Salurkan uang bukti tsb ke pemberantasan di aparat paling bawah /Rt ,yg juga diawasi warga Rt terutama emak&quot; ,paling bawah,klo dpt bikin juga kurunganx di wilayah tsb. Klo di bui ,keluarx malah makin hebat ,ngak bakalan tobat si pemakai ."
2207,Lili Suandhari,2023-09-22T06:13:06Z,Orang China ya......suruh cebong komen orang arab atau orang China.
2208,Cepi Suhendi,2023-09-15T22:36:35Z,Hore hore hore hore akusuka aku suka
2209,Natawijaya prod,2023-09-15T18:26:35Z,Hasil sitaan ny kmana jadi nantinya ? 😊
2210,Didik Prabowo,2023-09-12T22:15:58Z,"Hukuman mati harus di tegakkan,,,hakim2nya harus di didik supaya menolak suap,,,dan semua aparat harus cinta tanah air,,,bukan cinta bandar narkoba,,,,bila di biarkan,,,puluhan ton yg akan di pasok ke indonesia"
2211,ERwiin ErWin,2023-09-13T17:25:26Z,Top 😮😮😮
2212,Adiemas Agungnugroho,2023-09-18T01:25:35Z,"Apakah mrk ada kaitannya dgn ex oknum berwajib yg di hukum seumur hidup ???, koq yaa ttg masalah narkoba ngga hilang² di NKRI dan pastinya ada kaitan dgn negara² asing penjajah yg pelihara utk meng-Amburadul kan NKRI spt Uni Soviet + Yugo-Slavia + Negara² Balkan."
2213,Atuk Cio Suka Mancing,2023-09-13T01:08:14Z,Yakin …. Masih ada yg lebih besar dari ini…. Percayalah
2214,kusnindar yalapratama,2023-09-17T09:00:38Z,"Kalau niat diberantas sebetulnya mudah, wong teroris sajs bisa ditemukan"
2215,Dhani Dhani,2023-09-13T14:35:51Z,Tu bpk kapolri..hrs brng bukti d musnahkan dpn rkyat..dn dpn media..tu bru mntrp bpk kapolri..krn kt lht sndri bpk tedy minahasa jendral bintng 2 d jual ny lg..kpn hbs2 ny narkoba.❤❤
2216,Nurzani Nurzani,2023-09-13T04:09:40Z,Harta sitaannya bs untuk bayar hutang dong
2217,Telik seran Maymuna,2023-09-13T22:21:45Z,"Coba polisi juga selidiki dipapua ditempat kita banyak anak&quot; mudanya yg jarang tidur dan mereka beribut hampir mau pagi,tdk tau apa yg dilakukan karena banyak ortunya masa bodoh dan seperti pembiaran begitu juga rt nya bahkan anak&quot; nya rt ini jarang tidur begadang terus,kita di kotaraja dalm gg dihe dua abepura papua jayapura,tolong pakpol selidiki jangan&quot;mungkin ada perputaran narkoba juga."
2218,zul kipli,2023-09-13T06:32:53Z,"Sangat cocok di exskusi mati,kalau tidak berarti hukum di negara kita bisa di katakan lemah tidak tegas kepada pelaku kejahatan seperti ini,karena ini lebih parah lagi dari koruptor"
2219,Alini,2023-09-13T00:49:19Z,"JUDI ,,sikat"
2220,Ahmad Sofyan,2023-09-18T05:24:18Z,Waw.   Saya mohon jgn beri ruang orang 2 narcoba........jadi apa negara ini .....klau dipimpin orang 2 jaringan Narkoba..........hukum mati aja.......
2221,Riskazo,2023-09-17T06:57:16Z,Untung udah resain di hotel itu😂
2222,Seniman Sumenep,2023-09-18T06:59:39Z,Hasil operasi pemberantasan Narkoba taraf Internasional perlu diberi hukuman mati dan langsung eksekusi mati tanpa kompromi dg siapapun.Pengadilan harus tegas dan cepat menvonis hukumanti dg tembak mati.
2223,Ariel Dhani Achmad,2023-09-17T11:36:37Z,Klo di jual Lmyan tuh..bisa ngurangin utang negara
2224,Masda Lena,2023-09-18T05:36:19Z,Wah bandar bos bos narkoboy nya kebanyakan dari m sipit
2225,MALICA PRO,2023-09-16T01:36:39Z,"Kinerja Polri yg sngat membanggakan ,mmbrantas jaringan Narkoba trbesar asia,,"
2226,Aisyah Kiirana,2023-09-15T02:54:31Z,Cina semua bandar besar nya itu
2227,Agus Ngurah,2023-09-14T06:02:57Z,Kapolri luarbiasa....bpk sigit yg amanah
2228,agung setiadi,2023-09-13T04:19:02Z,"JOS GANDOS BUAT POLRI, HATAM TERUS PAK POL ! <br>PENINDAKAN SEPERTI POLRI INI HARUS DILAKUKAN JUGA OLEH KPK ! KORUPTOR HARUS DIMISKINKAN DAN PENERAPAN HUKUMAN MATI."
2229,Nur Khotimah,2023-09-13T00:27:09Z,"Bangga banget kami rakyat Indonesia, Semoga Bapak Ibu kepolisian Indonesia selalu dalam lindungan Allah"
2230,Noor Cahya,2023-09-13T13:26:12Z,Inilah manusia manusia b**d*b yang sesungguhnya perusak bangsa
2231,Wong Ayu Dhewex,2023-09-19T16:56:13Z,Intinya mereka sdh kekenyangan ..<br>Kalian bisa sembunyi dari manusia…<br>Tp Allah SWT maha mengetahui apa yg mereka kerjakan …<br><br>Alhamdulillah Mksh ya Allah …🤲<br>Smoga yg lainnya jg bisa menyusul ketangkep …🤲🤲🤲<br>Semangat pak polisi…💪💪💪
2232,celeng,2023-09-13T02:02:49Z,Semga benar benar di tindak tegas beserta beking beking nya.
2233,fathur rahman,2023-09-12T22:28:29Z,bandar2 korupsi juga harus di tindak
2234,D Merlin Merliana,2023-09-12T23:20:07Z,"Barbuk nya musnahkan pak,jgn d sita,ntar tkt di salah gunakan oleh oknum yg tidak bertanggung jwb"
2235,Abselo Nius,2023-09-14T23:21:55Z,"Ini bukan terobosan, tapi kemaun, keberanian dan tekat yg tulus, karena fakta dilapangan yang terjadi adalah pembiaran oleh para oknum, karena mereka mendapat vy dan setoran dari hasil penjualan tersebut."
2236,Hibri an ,2023-09-13T08:07:21Z,Kaya raya😢
2237,M Reza,2023-09-13T14:07:01Z,"Sambo ditangkap, mafia mafia pada kebongkar.. mantap Polisi Indonesia"
2238,Faisal Putih,2023-09-12T23:04:51Z,Wkwk....kapolri pasti jd mentri
2239,Edward Edo,2023-09-16T10:59:32Z,Masuk ke Sumbar dicek Polda nya dan rekananya orang sipil
2240,GAJEALSS,2023-09-13T04:59:50Z,Habiskan bandar narkoba di Indonesia sangat gampang....yg penting komitmen dan serius berantas dan bukan pura pura berantas..
2241,Haeruddin HS,2023-09-19T13:02:29Z,"Ini SDH settingan,,narkoba tdk akan pernah habis dindonesia Krn baxak oknum yg terlibat dan yg terjaring SDH direkayasa haxa sebahagian kecil"
2242,Cmz family,2023-09-19T22:59:16Z,Hebat Psk Polisi yg baru ini kota Lsmpung bshaya sarang narkoba tsbgkap semua gembong narkoba hukum mati gk pake lama
2243,Ojodumeh,2023-09-18T08:19:25Z,"Biar jera bagi yg lain,,, hukuman mati diterapkan"
2244,Rina Wates,2023-09-13T01:25:58Z,"Wah polisi kita hebat sekali bs sukses menggerebek narkoba dan .....apalagi jumblahnya 10 tliliun wah ,.hebat sekali ..,semoga sukses terusss😊😊😊"
2245,Kilebon Rois,2023-09-13T07:30:22Z,lumayan negara buat bangun desa jalan2 di desa kaya sawah
2246,Nazery Wak,2023-09-18T04:21:21Z,Modarr miskin kan sj yg melakukan Marlina tembak mati sj
2247,WONG BANTEN,2023-09-16T00:03:48Z,Sekalian jaringan koropsi yang merugigan uang negara.jangan kesit tegas ke nerkoba dowang.
2248,ArtWorks CiMolMul,2023-09-15T18:49:12Z,HUKUM MATI
2249,Roberth Maryen,2023-09-15T10:15:06Z,Mereka yg terlibat dalam penjualan narkoba adalah penjahat  yg menghancurkan generasi NKRI
2250,Sandro Sandro,2023-09-13T14:40:22Z,Hukum mati pelaku
2251,Hasmono Saptowijoyo,2023-09-19T04:59:22Z,Ini  baru hebat  untuk. Itu  mohon  hasil rampasan  di laporkan di serahkan untuk aset negara<br>Mengenai uang di serahkan ke oas negara untuk bangun ikn
2252,eko bulupitu,2023-09-12T23:14:14Z,Ini hukuman mati jgn di lama2in setelah putusan langsung eksekusi aja
2253,fella Zain,2023-09-12T22:14:22Z,Presiden saja sudah tau ada oknum yg terlibat
2254,Dama Izza,2023-09-12T22:59:01Z,Tembak Langsung Tepat di Kepala Semua Pelaku  nya  !!!!
2255,yusup Supriatna,2023-09-14T23:11:31Z,Klw ada pejabat terlibat hukum dong sesuai UUD yg berlaku hukum pun harus tajam ke Atas biar adil
2256,Yoyok Sugiarto,2023-09-13T01:41:29Z,Tedy Minahasa ke dua 😂😂
2257,AnehBinAjaib,2023-09-13T02:49:30Z,Bagus lanjutkan tangkap semua pengedar narkoba dan Hukum mati agar mereka punah.
2258,Muhammad Mamat,2023-09-12T22:18:18Z,Harus di hukum sebenarnya dannhukuman  Tembak mati ditempat Allahu Akbar
2259,Muchyi Din,2023-09-13T00:27:31Z,Sidang narkoba sebaiknya d percepat  n hukuman mati pun segera d laksakn jgn terlalu lama
2260,Raden Muhammad Emir Rahman,2023-09-20T15:32:21Z,Katanya 1KG di hukum mati gimana klo ini wkwk
2261,Ex_Machina21,2023-09-13T01:29:28Z,Apakah ini cara meangkat kredibilitas polri ?
2262,Fuji Soegiharto,2023-09-13T00:31:31Z,"Jangan terkecoh 10 T kecil ,yang 300 T kemenkeu mana kelanjutannya seolah aman2 saja"
2263,e l,2023-09-14T09:36:30Z,Semua yang di tangkap itu di tembak mai..tida perlu di penjara lgi..
2264,Chanza Chenzi,2023-09-13T15:24:58Z,Bahaya negara ni kalo sampe gak ketangkap bandar” narkoba ini
2265,Gentala Musik,2023-09-13T11:26:51Z,Kok bisa masuk indonesia pihak keamanan gimana bisa kecolongan ada yg kedapatan tidak
2266,Fayde,2023-09-16T00:30:08Z,INGAT KAWAN KAWAN ITU HANYA &quot;OKNUM&quot;
2267,fadly fold,2023-09-13T05:03:18Z,Apakah ini berkat sambo..
2268,shino sensai,2023-09-15T09:40:27Z,Nanti waktu pemusnahan BB di tukar Trawas lagi kah?
2269,Imid Fadhil,2023-09-17T15:14:06Z,Nanti.jnral.mungkin.bisa.damay.sama.yg.brsangkutan.j
2270,Infinix Baru,2023-09-15T23:21:38Z,"Pak presiden dan Kapolri tolong lah...di Binjai dan kab Langkat sampai sekarang sangat marak yg ditangkap<br>hanya kacungnya, bahkan ka<br>Polda yg SDH diganti pura2<br>membuat statement sedang<br>dikejar/buru tapi kami tau ban<br>Dar tersebut tetap berada di<br>tempat."
2271,Pengen Tau,2023-09-14T03:45:59Z,"Patut diapresiasi kinerja Kepolisian Indonesia 👏👏, semoga pemusnahan barang bukti dilakukan dengan benar. Tidak dijual lagi 😢"
2272,Derry Ardiansyah22,2023-09-16T00:05:03Z,Pantesan hukuman S diturunin diganti kasus ini to 😅
2273,joko Sediono,2023-09-13T13:45:34Z,Bandar narkoba &amp; koruptor wajib hukum mati tak ada kata terkecuali<br>Seperti yang terjadi pada almarhum Budiman
2274,SisiKeadilan,2023-09-13T05:49:11Z,"<a href=""https://www.youtube.com/watch?v=PO1IloHn1pk&amp;t=10m47s"">10:47</a> terharu dengernya 😢"
2275,Riska Artalita,2023-09-13T04:15:06Z,Pulau Rempang gimana? Pengalihan isu.
2276,Djumadin Bin jamaludin,2023-09-13T00:11:47Z,Hukuman mati bagi bandar   narkoba adalah  &quot;Harga mati&quot; yang tidak bisa ditawar dan ekskusinya harus disegerakan.
2277,KAMSOL 38,2023-09-13T00:04:02Z,BNN bgmn tuh ? Ga ada krjnn dn fungsinya. Cukup Polri sj yg menangani narkoba. Bubarkan sj BNN tdk berfungsi.
2278,Rikioz,2023-09-12T22:33:27Z,gila.....
2279,[GNKY]It'sMe Edo ⚡⚡,2023-09-15T23:42:20Z,The real cartel anjir
2280,Dewi O’brien,2023-09-13T07:46:23Z,"sangat proud dengan kepolisian indonesia , sehat semua bapak2 yg telah ikut andil semua 🙏🏼🙏🏼🙏🏼"
2281,Iim Imro'ah,2023-09-12T22:16:02Z,Smg polri yg amnah demi bngs akita sll  dpm klsmtan....smg pelaku dihukum seadil 2nya...
2282,harun suharsono,2023-09-12T23:53:56Z,"Kita semua harus kawal kasus ini agar tidak menguap.Perlu juga dipertanyakan,apa mungkin ada dari pihak penegak hukum tersangkut."
2283,damar aji,2023-09-13T00:03:02Z,Hukum mati.....
2284,Andy Destiaji,2023-09-13T06:30:58Z,POLRI 👍👍👍🙏🙏🙏
2285,Siti Malikah,2023-09-12T22:38:45Z,Alhmdulillah .. pk pol kerja yg sangat memuaskan . Setuju Brantas sindikat narkoba dan korupsi hukum mati biar tidak merusak moral generasi bangsa .
2286,Baks Bunny,2023-09-14T15:39:09Z,Pencitraan menjelang akhir jabatan di indonesia
2287,Arora Almahyra,2023-09-15T22:18:50Z,Semoga jujur dan terbukaa sihhh<br>Yaaa Allah bersihkan indonesia dri barang haram
2288,Hadi Soje,2023-09-19T12:38:58Z,Setiap Nama Fredy selalu jadi Gembong Narkoba. Fredy Budiman.Fredy pratama.
2289,JBc89,2023-09-16T10:18:33Z,Ayo dong Indonesia buat peraturan seperti pilipina tembak di tempat saja tembak mati bahaya narkoba kepada anak anak muda penerus bangsa.
2290,Wawan Gunawan,2023-09-16T06:05:36Z,Saya mau tanyak sama pak polisi. Hasil rampasan NARKOBA. Yang besar&quot; kemana kok ngak pernah tau. Dimuskan ka atau kemana. Rakyat gak tau
2291,Jefri Andika,2023-09-14T08:44:05Z,Tembak mati gembong narkoba
2292,Pinta Ginting,2023-09-13T01:04:17Z,Jempol polisi kerja keras luar biasa saya yakin
2293,Roh kudis,2023-09-13T18:47:44Z,Ketika bandar narkoba stop bayar pajak😂 langsung di ringkus. Kalo cuan di bagi pasti aman😂😅
2294,soggokeco eco,2023-09-13T07:42:32Z,Apakah hukum benar di tegakan tidak pandang bulu...RAGU
2295,Boy anjas,2023-09-13T04:19:58Z,Rasanya mustahil keberhasilan Polri mengungkap sindikat ini tanpa ada keterlibatan penegak hukum itu sendiri..
2296,Rantinislau Hni,2023-09-13T01:30:23Z,Wihh..&quot;orang Arab&quot; lg yang merusak dan menghancurkan bangsa..hukum mati nih semua..para bedebah penghancur Bangsa
2297,winner darkweb,2023-09-13T00:34:35Z,AMIN.YRA...INDONESIA SURGA NARKOBA DAN KORUPTOR...SMOGA SLALU DI LESTARIKAN DAN DI BUDAYAKAN   .👍👍👍👍👍😆
2298,kepong bali,2023-09-13T00:10:08Z,Selagi masih ada Narkoba internasional. .<br><br>Di situ juga masih ada oknum Yg Bermain
2299,abg din,2023-09-15T17:10:47Z,Tahniah semua anggota yg terlibat..
2300,Sempurna Sempurna,2023-09-17T07:30:37Z,Tiada hukum yg pantas..selain hukuman gantung..
2301,Albert Kumakauw,2023-09-21T05:52:13Z,Kok lama kali berantasnya pasti udah beranak pinak
2302,Andiz Comet,2023-09-17T11:11:32Z,"Kenapa gak usut sampai pabriknya sih ,gak seru kalo cuma pengedarnya aja yg kena. Ada yg bisa jawab??"
2303,Dika lahlamaa,2023-09-16T18:13:29Z,Salut polri indonesia stop kriminal dan pembunuhan
2304,Lukman Luk,2023-09-13T13:42:08Z,DUITNYA DI APAKAN IA SEBANYAK ITU??
2305,HWO IND,2023-09-13T00:38:01Z,HUKUM MATI DENGAN DISIARKAN LANGSUNG
2306,Pal 8 Pale,2023-09-13T00:43:03Z,"Indonesia warga total 300jt...<br>Harusnya dikulik ampe akar, potensi narkoba itu 380T..."
2307,Dara,2023-09-19T11:22:00Z,saya mencium klo ini ada hubungannya dengan diskon hukuman sambo 😊
2308,Samsung A03 core,2023-09-19T16:38:27Z,Yang korupsi sita jugak kah harta mereka?? Hutang diluarnegeri cuma buat korupsi pejabat.
2309,Aris Aris,2023-09-16T23:33:38Z,Coba sama dengan koruptor pas ketangkep jagan di sita hasil uang yang di ambil. Tp berikut kekayaan yg dipunya alias di miskinkan
2310,Aji Zafwan,2023-09-17T16:34:09Z,Teman teman nya juga uang yang belom dapat masih banyak ..ada banyak cara pak ...kalau bisa di hukum mati..
2311,Kebuli_kabsah_biryani Ai_nurhayati,2023-09-20T14:31:31Z,Nu kieu tah nu kudu di brantas teh..duruk sakalian...ulah di ampihan..
2312,Hutzon Siahaan,2023-09-18T13:20:17Z,Kembalikan k kas negara seluruh hasil sitaam tsb
2313,Benjos Koi,2023-09-16T13:57:18Z,Jangan hanya narkoba.. Korupsi harus di brantas jg hukuman mati buat koruptor.. Baru negeri ini merdeka dari penjajahan dalam negeri
2314,Darmanto Darwadi,2023-09-13T07:22:20Z,salut kpd polri.semoga polri semakin gencar untuk memburu bandar2 narkoba.krna narkoba tlah meracuni g muda .dan bisa mempengarui perekonomian indonesia
2315,mannnnnn,2023-09-13T05:46:30Z,"beuh, inimah udah sekelas film film action, bukan jaringan biasa inimah"
2316,Rimba Hardjianto,2023-09-13T04:45:50Z,"Bos bos nya harus di tangkap, jangan krucunya yg di tangkapin kasihan,,"
2317,Jeff Manullang,2023-09-13T09:22:58Z,"begitu mudah nya dapat duit ya,,,,,gua dri pagi ampe malam smpe keringatan cuman dapat duit 100 ribu doang,,,,"
2318,Diti chan,2023-09-13T00:58:11Z,"Menurut gue biasa aja kali ! <br>Yg hebat itu , kalau kasus sudah besar begini pelaku dan otaknya DIHUKUM MATI ! Itu baru hebat 😅<br><br>di negeri konoha gini , SUDAH BIASA memunculkan kasus HEBOH supaya narasinya menyimpulkan POLRI HEBAT euyy  , JOKOWI HEBAT deh😀<br><br>Nyatanya paling si FREDDY ntar kayak SAMBO bakal bebas berkeliaran lagi .<br><br>Lihat aja si SAMBO sudah jelas2 vonis MATI … nyatanya sampai sekarang masih bebas hidup . <br>Jadi hukum di negeri ini ga ada yg  hebat selama pemimpinnya cuma  bisa  menjadi boneka  .<br><br>Gak Usah lah mencoba menarik simpatik rakyat seolah POLRI hebat JOKOWI HEBAT , selama pelaku dan otak pelaku Kasus kasus NARKOBA dan si SAMBO belum dieksekusi  MATI , maka selama itu pula kalian cuma sedang bersandiwara menarik simpati rakyat 😅😅<br>Apalagi ini jelang PILPRES , seolah kepemimpinan JOKOWI menuai prestasi terbesar dlm sejarah  😅"
2319,mahendra jasukma,2023-09-16T00:40:26Z,PENGALIHAN ISU REMPAAANGGGG SAMA POLITIK IDENTITAS GANJAR... NTAR JG DIJUAL LAGI SAMA PETINGGI2NYA KY YG UDAH2 ☕🏴‍☠️
2320,Heru Prasetyo,2023-09-13T07:12:34Z,Ngga pernah selesai masalah narkoba krn banyak yg terlibat😅😅😅
2321,Raja,2023-09-13T04:36:26Z,"Trimakasih luarbiasa Prestasi Mabes Polri, dalam kssus Penangkapan  Bandar Nafkoba. International. Sebagaimasuksn pada Bapsk Kapolri bagaimana upaya Kepolisian RI dan BNN, untuk menciptsksn Masyarakat Indonesia tidak dspst membeli barang Narkoba. Sehingga seluruh masyarakat indonesis. Tidak dapat mempetoleh Nafkoba untuk dikonsumsi untuk digunakan."
2322,لين ينتي,2023-09-19T13:49:17Z,Allah Maha Sang Pencipta dan Allah Maha Mengetahui. Allah Maha Melihat. Allah Maha Kuasa. Allah Maha Pengasih lagi Maha Penyayang. Tegakan yg halal and lakukan dgn ikhlas.
2323,Yudhayihaa Yuhuu,2023-09-16T22:57:54Z,buronannya ada di batam
2324,Juandi Andi,2023-09-19T06:14:53Z,"Sa.pae polsek pak jngan hnta yang di atas ssja  yang  onggota nya sja bekingi narkoba,  namun di introgasi di tengah jalan  blalu buat langganan si pelaku narkobanya   ga smpae di meja hijokan  biar oelaku main lgi tangkap lgi dan duit lagi  KENAPA TDK BANDAR UTAMA NYA SI KOK BOLAK BALIK TANGKAP KROCONYA,"
2325,owl,2023-09-17T06:57:14Z,"kok ane selalu berprasangka kalo peristiwa kek gini hanya bagian DRAMA politik, biasanya sih untuk pengalihan isu yg akan berlangsung 😅😅"
2326,JRD,2023-09-19T06:51:22Z,Gaji dan Tunjangan POLRI wajib dinaikan.<br>Agar terhindar dari Sogok menyogok....<br><br>Polri sekarang memang sudah berubah.<br>memang luar biasa kinarja Polri.
2327,Agus Agus,2023-09-15T08:28:23Z,Polisi sambo cs penjahat nya dinegri ini😂
2328,Heroes Togel,2023-09-13T08:08:21Z,Aparat nya mna?wkwkwk
2329,Sutari Plonger,2023-09-13T03:41:15Z,Jangan lupa kartu ATM pribadi nya pak di sita juga 😂
2330,Dika lahlamaa,2023-09-16T17:55:47Z,Salut pekerjaan polri indonesia basmi berantas dan musanhkan
2331,faisal rahman,2023-09-13T15:53:33Z,tau kan muka&quot;nya kumpulan mna.. bosnya juga kemungkinan org&quot; dri mereka juga..
2332,Gading Fajar,2023-09-19T04:21:26Z,🎉Hukum Mati Harus Menjadi Prioritas Utama Bagi Mereka Yang Melakukan Perdagangan NARKOBA . Yang Nilanya Di Atas 10 Miliar.... MATI
2333,Andri R,2023-09-16T07:02:07Z,KALAU SAMPAI GA DIHUKUM MATI.. BERARTI CUMA MAEN MAEN PENANGKAPANNYA... HUKUM MATI AJA.
2334,Edi Torus,2023-09-13T03:15:11Z,PPATK semua pemilik hotel. Blokir michat.
2335,Anggar Romansyah,2023-09-18T14:30:53Z,Hukum mati para pelaku termasuk oknum aparat yg terlibat
2336,Nurkimi Rxking,2023-09-19T06:31:43Z,💪💪💪💪🇮🇩🇮🇩🇮🇩🇮🇩🙏🙏🕸️
2337,rodcobain 82,2023-09-15T12:12:20Z,KONGKALIKONG.PORMALITAS DEPAN MEDIA.DI BELAKANG NJOY DAPAT DUIT BERES SEMUA URUSAN.(SUDAH NGAK ANEH LAGI).🤐
2338,Rosadi Nurdin,2023-09-12T23:59:07Z,"Indonesia ngga bisa hilang dari narkoba, tindakan kg tegas dari aparat , masih bisa damai ,yg ecek ecek aja bisa damai apa lagi yg kls kakap,"
2339,Cokro Bintoro,2023-09-13T02:58:49Z,ADA YANG ANEHH NGGAK....<br>KOK SAMPEE KAJAP BARU KETAHUAN.....YDARII MANA DUITNYA???
2340,Ravvi 12,2023-09-13T12:25:50Z,Baru saja terungkap ya 🤣🤣🤣
2341,HIDAYAH03,2023-09-13T03:02:34Z,ASS CERDASLAH BANGSAKU&quot;ASLINYA KERAJAAN NARKOBA SDH LAMA SEKALI&quot;SAMBO JATUH&quot;BLM KETEMU RAJANYA&quot;DIDLM TUBUH  PENEGAK HUKUM&quot;MULAI TERBUKA&quot;LIHAT CARA SAMBO JATUH&quot;HUKUMAN SEUMUR HIDUP&quot;MONGGO VIRALKAN&quot;AGAR APARAT YG MAIN2 BERTAUBAT&quot;NKRI MAJU DAN NORMAL KEMBALI&quot;KRN SKRG SDH FAKTA&quot;AWAS SAAT MENGHILANGKAN(HRS DIAWASI)JGN DITUKAR TAWAS JILID 2&quot;MONGGO
