nomor,nama_akun,tanggal_komentar,komentar
2027,The Crow,2023-09-19T10:59:22Z,Habis itu duitnya di bagi bagi appa di sita atau bagaima.. soalnya itu kan gurih...
2028,Aldi ramadhan pratama,2023-09-16T03:00:20Z,itu aset2 dan uang buat siapa wkwk
2029,renda Arachman,2023-09-15T07:25:21Z,"Polisilah biang semua dari peredaran ,, contoh besarnya teddy minahasa .. mereka paling jago drama didepan masyarakat apa lagi kamera .. dari dulu penangkapan sampai sekarang tidak musnah&quot; biang keladinya mereka"
2030,KEONG MAS,2023-09-13T04:34:26Z,"Sebenarnya polisi sudah tau soal jaringan narkoba dimana pun berada, besar atau pun kecil. Cuma polisi nunggu momen saja. Kadang pengungkapan kasus besar seperti ini terhalang oleh oknum polisi lainnya. Dimana polisi baik, harus berhadapan dgn polisi jahat yg di bayar bandar narkoba."
2031,Romli Romli,2023-09-12T23:01:43Z,Walah pak pelaku nya polisi juga ma komunis insya allah korban nya kebanyakan penduduk kafe kafe dan discotik
2032,Joko Sasmito,2023-09-18T00:27:12Z,Percuma ditangkap kalo gak duhukum berat pelakunya...
2033,M.H.'ad,2023-09-12T23:36:42Z,Patut di Hukum Mati..
2034,Jhon Paijo,2023-09-13T07:49:54Z,Bekingan aparat ladusing
2035,Nemesis™,2023-09-12T23:46:50Z,gak mungkin di hukum mati
2036,Yudha Wardaya,2023-09-18T05:55:08Z,Jangan bandar narkoba aj pak di miskinkan. Para Koruptor juga pak hrus di miskinkan  . Itu lebih parah menyengsarakan rakyat
2037,Mustofal Halim,2023-09-16T01:15:42Z,Pak uang 100miliar tsb itu nanti dialokasikan kemana ya..jg uang2 yg sdh di terima dri kasus2 sebelumnya
2038,Muhammad Nur Iskandar,2023-09-16T03:38:38Z,REMPANG WOOOOI
2039,Muhajir SE,2023-09-12T22:50:22Z,"maaf klw hukum masi seperti yg lalu&quot;&quot; sda pasti mereka atw bndar&quot;&quot;, pengedar and pengguna masi maw berbuat berikn hukuman yg bisa memutuskn mata rantai peredarn narkoba yani hukuman MAAATIII gk terkecuali baik bandar, pengedar maupun pengguna knp demikian sama halnya ada pasar sda pasti ada penjual and pembeli mhon beri hukumn MAATIII"
2040,Zain Lee,2023-09-18T02:57:58Z,Hay0.
2041,Kasmin SH,2023-09-17T20:47:49Z,"Pk kapolri ttp komitmen ekornya terbukti melanggar kepalanya diatas dipotong artinya di pecat sj. Ganti yg baru, termasuk aggt yg terlibat pecat semua, jgn takut smg alloh memudahkan amiin"
2042,mamang sutet,2023-09-16T04:06:31Z,Pemain narkoba tetap polisi yg dengan tegaerusak generasi muda Indonesia
2043,Imam Budi,2023-09-18T00:07:27Z,klo negri ini mo aman terlepas dari narkoba ya pelakunya DIHUKUM MATI termasuk yg mem BACK UP dihukum   MATI termasuk KORUPTOR2 yg ada di negri ini adili dan langsung vonis hukuman MATI ...            ❤❤❤❤❤ INDONESIA
2044,Supiyani Sawry,2023-11-11T08:21:30Z,Lacak terus barang haram yg merajalela bersihkan dunia narkoba sabu sabu
2045,MASTER GAMING,2023-09-14T13:11:55Z,Kira&quot; uang 65m nya buat apa ya
2046,Brooo Brooo,2023-09-13T04:38:49Z,Mambari supan kota muara teweh ja
2047,Kundhori,2023-09-17T08:40:49Z,"Selagi hukum tidak pasti dan tegas terhdp pelaku pengedar markoba, negri ini jadi gudang bandar"
2048,Art Gottic,2023-09-15T12:02:11Z,Ujujung2 publik Sudan tak mengikuti hal hukum tejadilah kolaborasi kerjasama Maksiat NKRI ini?<br>Makanya para pejabat rata2 hidupnya Hedon  tak peduli rusaknya Generasi NKRI <b>*</b>
2049,obeats222,2023-09-16T14:42:26Z,Lebih edan lagi bisnis judi online omset ratusan trilyun dan terang2an di medsos malah dibiarin tuh? Ada apa ini...m!?😊
2050,blekutaksontong,2023-09-13T10:56:57Z,Jatahnya kurang jadi di tangkap
2051,Sale Berkarya,2023-09-12T23:02:55Z,Semua krn uang.......
2052,boy mambo,2023-09-14T08:33:19Z,sulit membayangkan kalau yg bisa dibongkat aja senilai Rp 10 T gimana yg lom terbongkar
2053,Xiao Mi,2023-09-13T05:35:25Z,Kurang tegasnya hukum di negri ini adalah dengan bukti banyak nya anak2 muda yg menjadi korban narkoba
2054,Heny Kartika,2023-09-12T23:14:05Z,"Terimakasih pak jokowy sdh berikan yg terbaik buat  Ri.semoga pak jokowi bahagia selalu dan juga kel, Dlm lindungan sang pencipta."
2055,AYU FASHION,2023-09-13T10:33:42Z,"sita semua hartanya kembalikan ke negara biar negara kita kaya raya,yg cari duit di gantung keren tenan ki"
2056,Nurman Mudik,2023-09-20T02:06:10Z,Alhamdulillah pelaku narkoba itu jangan tanggung hukum gantung sampai mati......
2057,Putri Qudsiyah,2023-09-17T07:32:48Z,Lebih liar biasa kasus rempang
2058,Apa aja,2023-09-14T07:39:07Z,Pencucian uang yg sangat pantastis nominalnya
2059,Ramli,2023-09-19T14:27:19Z,Saran buat polri jangan sampai jatuh ke tangan oknum polisi bisa di jual lagi
2060,Yakob rasi Rasi,2023-09-16T11:40:11Z,Ada hotman paris hutapea
2061,Adi niptan Saputra,2023-09-16T05:20:42Z,Percuma sih klo cuman d penjara doang mreka g akn kapok buktinya masih bisa ngendaliin dri dlm lapas d tambah ada ktrlibatan oknum trtntu harus ny stiap pengedar dan kurir ny itu d sita aset ny trus d hukum mati atau d tmbak d tmpat klo cuman d penjara doang smpe kpn pun g akn ada hbis ny krna mreka brpikir hukuman ny paling cuman pnjara doang klo mau d penjara kasih penjara yg super exstrim ketat pengawasan  dan aparat ny g mempan d sogok baru ada epek jera <br><br><br>Terimakasih🙏
2062,Sutiono Tiono,2023-09-19T12:58:36Z,pelaku bisnis narkoba memang harus dihukum  berat / mati  termasuk polisi yg melindungi pergerakan mereka tidak pandang bulu.... tapi anehnya walaupun sdh ada contoh hukuman mati / tembak  mereka ngk jerah juga.... hanya ada satu cara : yaitu  hrs dihabisi.....
2063,Andi Mayori,2023-09-15T06:47:25Z,"Jangan sampai lepas ini tersangka, sangat berbahaya, salut utk kepolisian ke tiga negara dpt mengungkap sindikat narkotika Internasional.."
2064,Hendi sh,2023-09-17T00:22:38Z,"Hancurkan barangnya jangan sampai lolos,hukum mati para pelaku biar putus tali rantai,,,"
2065,Solhan Al qarni,2023-09-15T22:08:10Z,Salut untuk polri <br>Tpi mf mau tanya nih pak <br>Hasil xg di rampas dan di sita itu akan di kmnakan itu kn jumlah tidak kecil 10 t loh
2066,Gaol family 1123,2023-09-13T01:32:59Z,HUK MAT
2067,ARCLEGION GAMER,2023-09-13T10:20:05Z,Kenapa baru terungkap?? <br>Yang beking sudah tumbang ya?? 😂😂😂😂<br>Oli  mesin palsu ga sekalian ? Omset nya  diatas 10 T malahan
2068,Km nanyak dih,2023-09-20T10:15:40Z,HEH BLM TAU AJA🤣
2069,rafda Komunika,2023-09-16T11:41:16Z,hukuman mati harus nya ..
2070,mulia cemerlang abadi farm,2023-09-16T12:08:58Z,Agh percuma di tangkap doang
2071,Nano Mar,2023-09-16T12:52:34Z,wih duit nya kemana ntr kalo udah gituh.masuk kantong wa lisi doang  wkwkw konoh gituh loh
2072,Zulkarnain Ponti,2023-09-15T19:37:49Z,"Polisi ungkap jaringan narkoba internasional Rp 10,5 triliun. Suatu kemajuan Bareskim  dalam pemberantasan narkoba bekerja sama dgn Thailand dan Malaysia. Dengan berhasilnya pemberantasan narkoba, yg dilakukan kepolisian , sy aturkan penghargaan. Semoga untuk pemberantasan kasus narkoba lainya juga dapat diungkap dan dibrantas sampai ke akar2 nya. / Zulkarnaen,SH."
2073,Miftahur Rahman,2023-09-13T06:16:35Z,"Kabareskrim baru mantaappp,,, peraih adhimakayasa, satu letting dengan kapolri"
2074,ipam xxx,2023-09-17T05:15:39Z,Trus BNN kerjanya apa? Nangkapi pengedar kelas cacing?? Trus barang bukti mutar lagi...?? 😂😂😂
2075,Farandina Anjani,2023-09-14T23:35:37Z,"Harun nasiku,ngk ketemu temu ya"
2076,Riyoso   RI,2023-09-16T16:45:44Z,BNN harus tingkatkan lagi Gunakan Alat alat lebih Canggih Lagi Supaya dengan Cepat untuk Mengetahui Dari mana  Asal Narkoba dan kemana Perjalanannya harus dengan cepat Penangkapan nya
2077,Nadia Dwi Rmdn,2023-09-21T15:52:20Z,Patah satu tumbuh seribu
2078,BLACKSMART,2023-09-17T13:02:42Z,Narkoba tak akan makin parah jika Polisi tdk terlibat di dalamnya
2079,Di Sh3330,2023-09-12T23:24:28Z,Kira kira kena jerat hukuman mati ga..?
2080,Idwar,2023-09-17T15:40:55Z,Kl Sdh  ketangkap gembong .. Kuroco2 ngikut.. Apresiasi ka polri.. Skrg.. .. Selamat kn generasi muda pak... Bnyk y hancur otak nya kl Sdh  kena sabu.. Ngk guna lagi.. Ganja.. Muras.. .msh bisa di slamatkn.. Sabu sabu ngeriiiiii
2081,Uda Boro,2023-09-18T15:28:07Z,Trus uang dan aset yg disita kira2 di apain ya?? Serius nanya
2082,Manin Bots,2023-09-19T18:58:03Z,❤❤❤❤pasti adh komentar bocil2 baru lahir &quot;nangkap bandar narkoba bisa nangkap korupsi ko gabisa&quot;
2083,Troy’s story,2023-09-18T15:32:06Z,"Ga mungkin bergerak sendiri, itu pasti"
2084,Muchammad Xanandy,2023-09-13T01:34:56Z,"setuju sekali semua hartanya di sita,begitu juga dengan para koruptor...!!mereka sama-sama sangat berbahaya dan merusak bangsa..!!."
2085,Aliyah Ismail,2023-09-16T03:20:55Z,Stlah disita polisi narkoba&amp;uangnya sebanyak itu dikemanakan sih?
2086,DUNIA INSPIRASI77,2023-09-13T09:13:34Z,"LUAR BIASA BESARNYA PENEMUAN DUIT HARAM DARI NARKOBA INI,<br><br>UNTUK PAK KAPOLRI BAPAK SIGIT, ANDA LUAR BIASA BEGITUPUN JUGA BAWAHAN²  ANDA YG SKG SEDANG MENANGANI KASUS INI..KAMI  SELURUH MASYARAKAT INDONESIA SANGAT MENGAPRESIASI DAN MENGUCAPKAN TRIMAKASIH YG SEDALAM DALAM NYA UNTUK PENANGANAN KASUS BESAR INI..??? 🙏🙏👍👍👍👍"
2087,Ibu Suryati,2023-09-14T04:25:57Z,"Btulllll se777 skaleee!!  Tangkappp pelaku, sita uang &amp; harta hsil kejahatannya!!<br>💪💪😊👍👍🇮🇩🇮🇩❤"
2088,Suhailah Nursain,2023-09-12T23:57:22Z,Sagat Luar Biasa Polisi NKRI<br>❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
2089,Abu Hibbaan,2023-09-13T04:29:04Z,Semoga bukan Pencitraan
2090,Bang Dul,2023-09-14T23:05:59Z,Narkobanya mana pak polisi bb narkobanya mana
2091,Abu Ahmad,2023-09-13T04:06:25Z,Hukuman bagi pelaku narkoba harus di hukuman mati..
2092,swandi yasa,2023-09-13T03:37:43Z,"Pertanyaan gua, selesai perkara, uang dan asetnya dikemanain? Dimasukin kas negara atau diapain? Kalo masuk kas negara lumayan buat pembangunan dan kalo bisa buat gaji untuk pengakatan honorer ke pns jadi negara ga terlalu beban karna dapet uang dr ini"
2093,Amin Sutrisman,2023-09-19T03:18:49Z,"Woww sgt mnghiurkan nominal nya ,wkwkw"
2094,Endang Kuswara,2023-09-19T12:23:06Z,"Itulah  akibat pejabat&quot; era sekarang berkiblat ke cina ,segala di halalkan generasi muda mau di hancurkan oleh narkoba ,musnahkan kezoliman&quot; dan penzolim&quot; nya ,Allah bersama kita Amiiin YRA."
2095,Toni Fabiano,2023-09-18T01:32:08Z,Bekingnya juga di tangkap lah
2096,salmah sitisiah,2023-09-15T08:28:01Z,"Semngat tumpaskan sampai ke akar&quot; nya ,smoga anak cucu &quot; kita tdk terimbas dan orangtu acyg lain tilong jga anak&quot; / cucu &quot; kita tdk boleh terkena gerasi yg narkoba ,smoga Indonesia bersih dri narkoba  AamiinYRA 🤲🤲🙏🙏"
2097,Rama Hess,2023-09-15T01:08:52Z,Pidana Korupsi juga harus di miskinkan
2098,Adira Azzahara,2023-09-15T10:09:05Z,klau memang benar benar aparat menjaga narkoba jelas tdk berani berbuat
2099,Dadang Dadang,2023-09-14T01:00:58Z,Narkoba.membuat otak mnjadi Elor ...bodoh...
2100,Vaksinasi Covid 19,2023-09-13T04:31:18Z,"Mau 1 org ato semua org ken tangkap, narkoba gk ad hbis nya woy,, biar 1 per 1 kena tangkap pun juga,,klo dh keluar penjara psti berulah lgi, 😂"
2101,JONI PAL,2023-09-13T08:52:00Z,"Para penegak hukum........hukum mati aja yang pantas buat mereka, kalo tdk jaringannya akan tetap berkeliaran dan tumbuh terus."
2102,Marz uki,2023-09-16T07:57:59Z,10 T siapa yg tdk tergiur 😂😊😊
2103,fadil dil,2023-09-14T15:43:56Z,"Pdahal pemasuk narkoba terbesar ke,indonesia itu org palembang,yg sudah pindah warga keneragaan belanda.lupa nmanya spa.mkanya tdk bisa d, tangkap,sebab kepolisian dr belanda dan kejaksaannya tdk mau bekerja sama dgn Indonesia.dgn alasan karena masih menerapkan hukuman mati"
2104,Irwansyah Kdw,2023-09-15T15:58:17Z,"capek denger yg beginian.<br>fery budiman sudah di hukum mati,tapi masih marak.<br>mungkin jaringan gurita fery budiman ada yg meneruskannya.😊"
2105,marwoto 2263,2023-09-19T11:45:25Z,Semoga semakin banyak dan lengkapnya aparat penegak hukum bisa mewujudkan harapan masyarakat yang betul2 makmur dan adil sejahtera
2106,Jonas Paat,2023-09-13T00:52:05Z,TOP
2107,Sy idris,2023-09-15T12:56:02Z,Ini pasti byk yg terlibat termasuk pejabat yg sipil mungkin juga aparat penegak hukum
2108,Fany Aditia,2023-09-15T18:52:13Z,Luar biasa bb.bravo polri
2109,Nanda krita lugiatmaja Nanda krita lugiatmaja,2023-09-16T01:25:22Z,Hukum mati semua bandarnya serta kaki tangannya <br>Karena sengaja merusak generasi muda bangsa
2110,Kakacia Koi House,2023-09-14T04:29:35Z,wow kabareskirim adi makayasaa mantao
2111,cakgalung88,2023-09-18T07:52:00Z,"Itu semua ngak jauh dari tangan&quot; oknum aparat yg melindungi mereka, terutama bidang maritim perbatasan negara👍🏻"
2112,Tasiri Tasiri,2023-09-13T01:01:16Z,Hebat
2113,Aisyahizzam,2023-09-15T00:59:32Z,Alhamdulillah... POLRI bisa membongkar sindikat Narkoba ( bubuk Sabu) semoga aparat Polri benar benar konsisten tuk menangkap jaringan Narkoba di NKRI karena Sabu sangat menghancurkan semua anak anak bangsa.. Alhamdulillah... Alhamdulillah... mantaap POLRI kita...
2114,Mono Aee,2023-09-15T09:49:15Z,"Lebih bagus, TNI,,dilibatkan dlm pengawasan pd barang yg di sita krn di kuatirkan ada imdikasi penyelewengan seperti yg terjadi pd seorang jemdral berbintang dua Bpk Tedy Minahasa meskipun brg2 yg disita berupa aset laham dan tanah,.maaf bkn menuduh sekedar masukan krn semua ini  demi kebersihan dan keberhadilan di tubuh KORP KEPOLISIAN,,"
2115,Cecep Darjat,2023-09-19T16:26:43Z,Ngeri buat saya yang sudah tua ini melihat dan mendengar kejadian ini barang haram yang akan merusak generasi akan datang.hukuman MATI yang pantas.sukses POLRI indonesia.
2116,Pustaka Thiflan,2023-09-18T04:31:05Z,10t? Masih ikan Teri itu untuk Jaringwn narkoba
2117,Waakaa,2023-09-15T05:10:32Z,"Gimana bisa di Brantas narkoba, aparat jg PDA terlibat"
2118,ALLEN Rajagukguk. Vlog,2023-09-13T06:23:18Z,Yg penting endingnya...walaupun sebanyak apa yg di tangkap narkoba dan  pelakunya..barang bukti apakah bisa aman sampai di hanguskan...penangkqpqn adalah masih proses awal...yg penting  sampai dimana realisasi hukuman..bukankah hukum itu bisa di beli atau tidak.
2119,KTE@,2023-09-13T05:13:23Z,Untuk netizen jangan awasi pelaku saja tapi awasi juga oknum oknum yg bisa saja mengambil keuntungan....
2120,Eyang Kakung,2023-09-13T01:58:53Z,Biar cepat selesay tembak modar aja
2121,ari dodo,2023-09-18T00:13:17Z,Lumayanlah 30 miliar 😅😂
2122,julianda candra,2023-09-13T07:54:35Z,Jangan jangan ini nanti hukumannya ringan kali ya
2123,Andi Phone,2023-09-16T04:35:25Z,Alah ujung-ujungnya polisi juga tuu orang dalamnya taulah di Konoha ini banyak kali tikus nya dan pkinya kalo kasusnya kayak gini cepat kali tapi kalo kasus Rempang ditutup-tutupi apa kayak gitu gak guna ada polisi dan presidennya samasama kotor dan rakus kekuasaan
2124,suika chan,2023-09-12T22:22:43Z,Yang lepas 20 triliun. Tapi gpp makasih udah ada mood atau kemauan buat memberantas narkoba.
2125,Rawie chanel,2023-09-13T14:50:44Z,Buat apa diungkap..tulo tedy m jls.  Apa hasilnya....konyol
2126,unyiel88 oke,2023-09-13T02:36:13Z,"Bener sekarang banyak wanita kesepian,,suami ya pada di penjara,istri biasa ekonomi enak ,skrng ambruk ke bawah nanti serong kiri serong kanan,ini karena ada intruksi pak presiden kemarin jdi makin gencar,kalangan artis pak ,dan pejabat ,semoga bergegas ke sana lebih aktif"
2127,Ibson Hardi,2023-09-14T11:38:49Z,Apakah pihak kepolisian sudah merasa puas...
2128,Mudah Silalahi,2023-09-18T02:39:27Z,Tembak mati saja pelakunya dansemua komplotanya.Gas pol
2129,muhamad yahya,2023-09-13T04:08:06Z,AWAS NANTI ADA OKNUM YG MENJUAL LGI ..
2130,Kang Biyus,2023-11-11T18:00:59Z,"Uangnya bisa buat bayarin utang Indonesia dan beli persenjataan negara kita untuk pertahanan, mungkin kalau kau jual racun itu tak di Indonesia lagi aku set7 dan kau bantu lah perkuat negrimu sendiri"
2131,Maman Suparman,2023-09-16T07:57:08Z,Alhamdulilah semoga polri kasus2lainnya terungkap semoga papolisi sehat 🎉🎉
2132,MaxxTz,2023-09-20T02:28:27Z,Nama fredy mafia semua ya...alm.fredy budiman.fredy pratama...fredy sambk
2133,Marnah BintMohamed,2023-09-15T11:05:51Z,"Gilaaaaa gilaaaaa broooo, uwg segitu byk nya,,,, gelenggg gelegg kepla guwe,, degr uwg segitu byk nya, sekrg di Sita lalu uwg itu mau di kemnakn gaesss"
2134,Ibrahim Ib,2023-09-18T14:41:30Z,Tembak mati aja para pelaku narkoboy
2135,SHEJAH OFFICIAL,2023-09-13T09:26:34Z,Hukuman Mati sudah tepat untuk mereka
2136,Aimseim Braow,2023-09-13T07:05:59Z,"Barbuk tlg d musnahkan d liput media,cz biasanya d smpn dan d gunakan oleh internal pihak tak bertanggung jawab"
2137,Mimi Susanti,2023-09-13T11:22:09Z,"sita semua pak ,,  terus bagi&quot; sama,panti , dan  miskin kan mereka"
2138,ATR Official,2023-09-13T10:05:07Z,Sy rasa pengembangan kasus ini buntut dari penangkapan ratu narkoba palembang.<br>Ini baru prestasi Sikat Kakapnya beserta jaringannya.
2139,Purnomo Purnomo,2023-09-13T00:57:47Z,"Bandar ya hukum mati, akibatnya miris u/ generasi bangsa"
2140,Patimah Binti soheh,2023-09-13T07:39:50Z,Alhamdulih akhirnya d miskin kan dasar rakus kaya tapi meracuni manusia
2141,joko,2023-09-16T07:49:06Z,Cina lagi?
2142,wartan family,2023-09-18T04:17:30Z,😅
2143,Titin Desiana,2023-09-17T02:59:47Z,"10,2 Ton banyak banget, harus amanah memusnahkannya. jangan sampai ada beberapa pribadi aparat yg memanfaatkan sehingga kasus Teddy Minahasa terulang."
2144,Rislan Usman,2023-09-18T22:37:23Z,ADA JUGA OKNUM YANG JADI KURIR
2145,Nur Rahman,2023-09-13T13:55:53Z,Di dalamnya mgkin ada polisi juga 😅
2146,Hadi Syah,2023-09-18T17:41:34Z,Ingat tu aparat...uang nya di bayar kan hutang negara..uang sitaan jangan pulak di masuk kin kantong masing2 aparat..bunyi nya aja di sita...padahal aparat sama  gembong narkoba sama aja...
2147,Ardian Log,2023-09-15T23:58:27Z,MABES POLRI KALIMANTAN SELATAN 💖👍👍👍👍👍👍
2148,Awal Kay,2023-09-13T11:57:48Z,Pihak beacukai juga pasti ada yg terlibat sehingga bisa lolos..itu barang
2149,Hartatik Barisan,2023-09-17T02:38:35Z,SETUJU ....JIKA PELAKU INI DI HUKUM BERAT BAHKAN HUKUMAN MATI...MEREKA INI TELAH MERUSAK MENTAL DAN FISIK GENERASI MUDA...
2150,Puji Anto,2023-09-13T01:24:01Z,"Uang trilyunan sangat rawan, biasanya prosesnya sangat luama ....trus lama lama ....lama ...."
2151,Mochtar Yahya,2023-09-16T04:10:39Z,indonesia itu tanah subur emas ada berlian ada tembaga ada makanya orang negara luar negeri itu iri dengki
2152,Abdullah Sani,2023-09-13T03:57:03Z,Siap siap hukuman  mati ini udh internasional
2153,dayana hunting,2023-09-13T00:10:20Z,"Ingat pengakuan tedi Minahasa ,kayak GT lah kira kira ,dan ada besar pasti ada yg kecil, ini macam polisi sungguhan.....👍"
2154,Samia Farhan,2023-09-14T10:58:45Z,ĎIDAERAH JUGA BANYAK BAHKAN TERKESAN DIAMANKAN...KEPALA BNN JANGAN APARAT POLISI DONG AOALAGI PENYIDIKNYA...MAFIA
2155,Ramses Ramses,2023-09-13T02:23:26Z,Asal jgn sampai di suap petugas&quot; nya di media di pertontonkan pengelesainya tdk ada karna aparat sekarang ini serba uang yg nyatur dan sambo aja sampai sekrng kita tdk jdi di hukum mati karna kroni&quot; dari apat nya sudah dpt aset masing&quot;
2156,Antono 54,2023-09-13T00:10:57Z,Jgn terulang kasus Teddy m yg merusak/merugikan nama baik polri
2157,Singo Rono,2023-09-17T23:05:43Z,Halo Drun kadrun apakah mereka layak mendapatkan penghargaan tertinggi dr Kalian yg sudah berhasil menghancurkan BANGSA INDONESIA.dg Narkoba.<br><br>Atw mereka diberi hadiah peluru di jidaat lalu kalian teriak MELANGGAR HAM.
2158,Lutfi Hakim,2023-09-13T02:32:19Z,Si sipit lg😂😂😂
2159,ORANG DESA,2023-09-13T00:10:53Z,Enak dong 10 T dimiskinkan😅
2160,Anggun Anggun,2023-09-14T15:21:46Z,Uang nya banyak banget pak 😄
2161,mastono,2023-09-13T06:28:45Z,lakukan hukuman mati..... negara lain tdk nyaman bagi pengedar narkoba krn diterapkannya hukuman mati......bagaimana dg indonesia.....para penegak hukum jangan banyak bermain.....lakukan tugas dg baik dan hukuman mati agar diterapkan..
2162,ANDRY WIZSKY,2023-09-14T18:14:18Z,WAJIB TEMBAK MATI
2163,Tatang Danial,2023-09-15T23:22:04Z,"Bravo Polri, sikat habis para pelaku dan oknum polri yg terlibat, sekaligus sita seluruh asset yg dimiliki, trims Polri"
2164,Wanwan Redwan,2023-09-13T07:32:48Z,Bravo pak polisi
2165,wujud manunggal,2023-09-13T00:09:25Z,Ini akibat polisinya ikut jadi mafia narkoba
2166,Imanuel Mulia,2023-09-13T11:49:59Z,"Di edarkan sndri,teus di tangkap2 sendri😂😂😂😂"
2167,FAKTA & RAHASIA,2023-09-20T05:20:15Z,10T sdh bisa maju capres
2168,Toto Budianto,2023-09-13T02:46:32Z,Bongkar semua dong jangan ada yg disisain buat persiapan naik jabatan.. Harusnya dari kemarin2.. Nunggu tawaran apa boss.. 😮😅😂
2169,Yuhdi Yuhdi yuhdi,2023-09-13T00:33:21Z,"Tanpa kong kalikong oknum oknum mustahil.!!!!literminal aja masih banyak calo/premannya,slh satu contoh bungur asih surabaya.,sampai sekarang.apalagi mlm hari hati hati.,yg baru pertama kali.😅😅😅"
2170,djoko tjiptono,2023-09-15T17:43:28Z,Jaringan menengah kebawa sdh pd ketangkap ....!!! Jaringan menengah keatas KAPAN DITANGKAP ....???
2171,Widi Anto,2023-09-15T21:22:26Z,Kira-kira bila mungkin ada pejabat yg terseret nantinya proses &amp; publikasi akankah terus berlanjut dengan transparan???😊
2172,Muslimin Muslimin,2023-09-19T15:39:59Z,hukum mati semua aja.biar.berkurang .
2173,Mariam Firdaus,2023-09-19T05:15:11Z,"Se begitu banyaknya hampir nomilal T baru ketemu? Pasti ada sesuatu dibelakang yg melindungi dan juga ada yg menjatuhkan, mohon Polri bertindak tegas menuntaskan yg mendekengi bandar Narkoba Internasional yg baru ketemu HEBAT"
2174,Nurman Mudik,2023-09-20T02:10:00Z,Tak usah lagi bajasa rahas ia per sajalah supaya semua masyarskst  tahu.....
2175,muhammad faizal channel,2023-09-13T14:06:26Z,Habisi semua harta dan hukum mati
2176,Bambang agus santoso,2023-09-13T01:55:52Z,"Mantap pak, ini baru betul 👍👍👍👍👍👍👍👍👍👍<br>Semoga kedepannya KORUPTOR juga di miskinkan.<br>Majulah Indonesia 👍👍👍🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩<br>Salam anak rantau Johor."
2177,Jarum Lurus,2023-09-20T00:39:45Z,eksekusinya live dong
2178,Novri Ramadhani,2023-09-17T04:38:17Z,URANG LAH TAU😂
2179,hadi yanto,2023-09-13T06:02:57Z,Jangan sampai terjadi lagi penyalahgunaan barang sitaan masuk uang dan narkoba
2180,CaangNgungkulanPoek,2023-09-12T23:54:32Z,"Pak Jokowi sudah jengkel, sekali bicara minta diberesin narkoba, langsung ada penangkapan besar, nilainya 10 T."
2181,Marojahan Sitorus boltok,2023-09-17T01:56:04Z,Pormalitas saja ini hanya hiburan saja ini ujung2nya nanti hukumannya ringan ini.
2182,Ginanjar Mukti,2023-09-12T22:15:05Z,10t apa 15t?
2183,Mat Salim,2023-09-17T07:21:57Z,WADUH WADUH LANGSUNG EXSKUSI MATI SAJA JANGAN LEMBEK CARI CELAH&quot; UNTUK DI SOGOK
2184,Jab Bir,2023-09-13T01:46:09Z,Ada yg kaya mendadak.. Ada yg hilang P...
2185,Abiyyu Iyu,2023-09-16T04:59:25Z,Semua ini biang keladinya adalah koruptor...
2186,Mahlil Nasution,2023-09-16T06:56:52Z,mudah mudahan msh ada oknum yg terlibat didalamya.
2187,Mustika Ayu ningtyas,2023-09-19T10:40:57Z,Tabahin pegawe polisi ya orang ya yang dari podok sunan drajad lamongan jawa timur supaya dunia ini aga bersih
2188,Ahmad Fikri,2023-09-16T07:13:23Z,CAAIIIIIRRRRRRR 🤣<br>SEKILO AJA BANYAK DUITNYA <br>APALAGI 10T<br>Pura2 ga tau aja dah 🤣🤣
2189,Dava Magelang,2023-09-22T21:18:26Z,Itu pasti melibatkan pejabat tingi tapi gak akan sampai ke atas
2190,Efendy H,2023-09-15T01:09:11Z,"Wooo allah polisi menangkap polisi pengedar, masih terima Tedy minahasa, Ferdy Sambo  dll, kenapa orang lain bia sa mati."
2191,Alfin Dwi,2023-09-24T17:23:20Z,10 ton ketangkep 80 ton lolos 😂
2192,PINTU EMAS,2023-09-16T11:17:42Z,"Begitu ganti Wakapolri, langsung terciduk semua. Bravo Pak Agus."
2193,mamah bima channel,2023-09-14T07:50:46Z,"Gila uang nya bnyak bnget,pntsn apart2 bnyak yg brsengkongkol sm bos2 narkoba trnyata cuan2 nya gmpng d dapat ,dn hasil yg memuaskn gk capek2 krja otak aj hrus pintar"
2194,Resi Lumono,2023-09-16T07:46:00Z,"terusskan bisnis sabu2,biar,,hancur,semuanya"
2195,Stasya Kiranurhaya,2023-09-19T06:06:34Z,Yakin pihak KEPOLISIAN tdk mendapat setoran dari para sindikat (bandar) narkoba ??
2196,Flanker Glamors,2023-09-13T09:57:42Z,TEMBAK MATI DI DEPAN UMUM !! Mana berani ???😂😂😂😂
2197,wiji taruno,2023-09-13T11:32:23Z,"hukum mati semua,,,kurangin manusia x busuk"
2198,Sofia Zulfa,2023-09-16T16:59:00Z,"Trus uangnya mau d kemanain kalo udah kumpul,,?"
2199,Guplak Ngasu,2023-09-14T11:18:36Z,"Asik nih institusi wereng coklat pesta cooooy,,, dapat rejeki nomplok...jual lagi juaaaal 😂😂😂😂"
